,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,10,2018/10/21 10:13,5129,乗客アプリ（目的地から）,3591,1256,8,2,,2018/10/21 10:17,2018/10/21 10:26,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 10:16,2018/10/21 10:16,2018/10/21 10:25,2018/10/21 10:28,,2018/10/21 10:13,0:08:55,0:17:50,,00,03,,,,,
-,-,10,2018/10/21 10:14,5130,まちかど設置端末（地図から）,0,496,5,3,,2018/10/21 10:17,2018/10/21 10:32,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/21 10:17,2018/10/21 10:17,2018/10/21 10:37,2018/10/21 10:37,,2018/10/21 10:14,0:14:09,0:42:27,,00,03,,,,,
-,-,10,2018/10/21 10:15,5131,乗客アプリ（目的地から）,3567,302,7,2,,2018/10/21 10:21,2018/10/21 10:29,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 10:22,2018/10/21 10:22,2018/10/21 10:33,2018/10/21 10:33,,2018/10/21 10:15,0:07:26,0:14:52,,00,06,,,,,
-,-,10,2018/10/21 10:16,5132,まちかど設置端末（店舗から）,0,664,4,6,,2018/10/21 10:22,2018/10/21 10:27,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443659 139.650847,横浜マリンタワー,2018/10/21 10:21,2018/10/21 10:21,2018/10/21 10:33,2018/10/21 10:33,,2018/10/21 10:16,0:05:10,0:31:00,,01,06,,,,,
-,-,10,2018/10/21 10:17,5134,まちかど設置端末（店舗から）,0,710,8,3,,2018/10/21 10:19,2018/10/21 10:26,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 10:19,2018/10/21 10:19,2018/10/21 10:29,2018/10/21 10:29,,2018/10/21 10:17,0:07:14,0:21:42,,00,01,,,,,
-,-,10,2018/10/21 10:24,5135,まちかど設置端末（店舗から）,0,305,3,2,,2018/10/21 10:27,2018/10/21 10:30,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 10:27,2018/10/21 10:27,2018/10/21 10:34,2018/10/21 10:34,,2018/10/21 10:24,0:03:33,0:07:06,,00,02,,,,,
-,-,10,2018/10/21 10:33,5136,乗客アプリ（地図から）,1666,658,1,1,,2018/10/21 10:37,2018/10/21 10:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/21 10:37,2018/10/21 10:39,2018/10/21 10:45,2018/10/21 10:53,,2018/10/21 10:33,0:14:20,0:14:20,,00,03,,,,,
-,-,10,2018/10/21 10:34,5137,乗客アプリ（目的地から）,1419,717,3,1,,2018/10/21 10:37,2018/10/21 10:42,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 10:35,2018/10/21 10:35,2018/10/21 10:42,2018/10/21 10:42,,2018/10/21 10:34,0:05:15,0:05:15,,01,03,,,,,
-,-,10,2018/10/21 10:34,5138,まちかど設置端末（店舗から）,0,1263,1,1,,2018/10/21 10:39,2018/10/21 11:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 10:42,2018/10/21 10:43,2018/10/21 10:57,2018/10/21 11:00,,2018/10/21 10:34,0:21:23,0:21:23,,00,04,,,,,
-,-,10,2018/10/21 10:37,5140,乗客アプリ（地図から）,3582,419,8,3,,2018/10/21 10:44,2018/10/21 10:53,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/21 10:46,2018/10/21 10:46,2018/10/21 10:57,2018/10/21 10:57,,2018/10/21 10:37,0:08:19,0:24:57,,00,07,,,,,
-,-,10,2018/10/21 10:42,5141,乗客アプリ（地図から）,1340,922,10,1,,2018/10/21 10:47,2018/10/21 10:56,35.448801 139.636702,ホテルルートイン横浜馬車道,35.447546 139.64358,横浜開港資料館,2018/10/21 10:44,2018/10/21 10:44,2018/10/21 10:49,2018/10/21 10:49,,2018/10/21 10:42,0:09:44,0:09:44,,03,04,,,,,
-,-,10,2018/10/21 10:50,5142,乗客アプリ（地図から）,3399,1260,4,5,,2018/10/21 11:04,2018/10/21 11:14,35.456605 139.635327,横浜ベイホテル東急,35.443704 139.651332,ホテルメルパルク横浜,2018/10/21 10:57,2018/10/21 10:57,2018/10/21 11:14,2018/10/21 11:14,,2018/10/21 10:50,0:09:54,0:49:30,,06,14,,,,,
-,-,10,2018/10/21 10:52,5143,乗客アプリ（目的地から）,1888,1286,2,1,,2018/10/21 11:02,2018/10/21 11:10,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/21 11:04,2018/10/21 11:04,2018/10/21 11:13,2018/10/21 11:13,,2018/10/21 10:52,0:07:38,0:07:38,,00,10,,,,,
-,-,10,2018/10/21 10:52,5144,乗客アプリ（地図から）,3501,1261,6,2,,2018/10/21 10:56,2018/10/21 11:05,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/21 10:58,2018/10/21 10:58,2018/10/21 11:13,2018/10/21 11:13,,2018/10/21 10:52,0:08:46,0:17:32,,00,03,,,,,
-,-,10,2018/10/21 10:54,5145,乗客アプリ（地図から）,2682,1228,2,1,,2018/10/21 11:03,2018/10/21 11:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/21 11:02,2018/10/21 11:03,2018/10/21 11:27,2018/10/21 11:28,,2018/10/21 10:54,0:20:47,0:20:47,,00,08,,,,,
-,-,10,2018/10/21 10:54,5146,乗客アプリ（地図から）,2675,973,2,1,,2018/10/21 11:03,2018/10/21 11:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/21 11:02,2018/10/21 11:02,2018/10/21 11:27,2018/10/21 11:27,,2018/10/21 10:54,0:20:52,0:20:52,,00,08,,,,,
-,-,10,2018/10/21 10:54,5147,乗客アプリ（地図から）,2674,563,2,1,,2018/10/21 11:03,2018/10/21 11:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/21 11:02,2018/10/21 11:02,2018/10/21 11:27,2018/10/21 11:27,,2018/10/21 10:54,0:20:44,0:20:44,,00,08,,,,,
★,☆,10,2018/10/21 9:09,5113,乗客アプリ（目的地から）,2584,440,4,1,2018/10/21 9:10,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 10:02,,2018/10/21 10:10,,2018/10/21 9:39,2018/10/21 9:39,0:00:00,0:00:00,,00,22,,,,,
-,☆,10,2018/10/21 9:57,5118,乗客アプリ（地図から）,3563,362,1,3,2018/10/21 9:57,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 10:08,,2018/10/21 10:27,,,2018/10/21 9:57,0:00:00,0:00:00,,00,10,,,,,
-,☆,10,2018/10/21 10:03,5120,まちかど設置端末（店舗から）,0,1273,9,2,2018/10/21 10:26,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443908 139.635249,イセザキ・モール,2018/10/21 10:04,,2018/10/21 10:10,,,2018/10/21 10:03,0:00:00,0:00:00,,00,23,,,,,
-,☆,10,2018/10/21 10:06,5121,乗客アプリ（目的地から）,1358,677,8,1,2018/10/21 10:06,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 10:07,,2018/10/21 10:15,,,2018/10/21 10:06,0:00:00,0:00:00,,00,01,,,,,
-,☆,10,2018/10/21 10:13,5127,乗客アプリ（目的地から）,3567,1049,4,2,2018/10/21 10:13,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 10:16,,2018/10/21 10:27,,,2018/10/21 10:13,0:00:00,0:00:00,,00,03,,,,,
-,☆,10,2018/10/21 10:16,5133,まちかど設置端末（店舗から）,0,463,10,3,2018/10/21 10:17,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/21 10:22,,2018/10/21 10:33,,,2018/10/21 10:16,0:00:00,0:00:00,,00,05,,,,,
-,☆,10,2018/10/21 10:37,5139,乗客アプリ（地図から）,3501,451,1,2,2018/10/21 10:49,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/21 10:47,,2018/10/21 11:10,,,2018/10/21 10:37,0:00:00,0:00:00,,00,12,,,,,
★,-,11,2018/10/21 10:08,5122,まちかど設置端末（地図から）,0,455,2,2,,2018/10/21 11:10,2018/10/21 11:21,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/21 11:08,2018/10/21 11:13,2018/10/21 11:19,2018/10/21 11:24,2018/10/21 11:08,2018/10/21 11:08,0:10:35,0:21:10,400,02,02,04,04,,,
-,-,11,2018/10/21 11:00,5148,乗客アプリ（目的地から）,2490,504,3,4,,2018/10/21 11:03,2018/10/21 11:11,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 11:02,2018/10/21 11:02,2018/10/21 11:12,2018/10/21 11:12,,2018/10/21 11:00,0:07:53,0:31:32,,01,02,,,,,
-,-,11,2018/10/21 11:14,5149,まちかど設置端末（店舗から）,0,1065,8,2,,2018/10/21 11:17,2018/10/21 11:26,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 11:16,2018/10/21 11:16,2018/10/21 11:27,2018/10/21 11:27,,2018/10/21 11:14,0:09:50,0:19:40,,00,02,,,,,
-,-,11,2018/10/21 11:18,5150,まちかど設置端末（店舗から）,0,867,9,1,,2018/10/21 11:20,2018/10/21 11:27,35.448676 139.635696,横浜平和プラザホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/21 11:20,2018/10/21 11:20,2018/10/21 11:26,2018/10/21 11:26,,2018/10/21 11:18,0:07:15,0:07:15,,00,01,,,,,
-,-,11,2018/10/21 11:19,5151,まちかど設置端末（地図から）,0,458,7,2,,2018/10/21 11:35,2018/10/21 11:47,35.441002 139.650809,横浜元町ショッピングストリート,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/21 11:29,2018/10/21 11:29,2018/10/21 11:50,2018/10/21 11:50,,2018/10/21 11:19,0:12:22,0:24:44,,05,15,,,,,
-,-,11,2018/10/21 11:25,5153,乗客アプリ（地図から）,1956,1063,6,2,,2018/10/21 11:31,2018/10/21 11:44,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/21 11:31,2018/10/21 11:31,2018/10/21 11:39,2018/10/21 11:39,,2018/10/21 11:25,0:12:29,0:24:58,,00,06,,,,,
-,-,11,2018/10/21 11:26,5154,乗客アプリ（簡単予約）,3595,1298,8,2,,2018/10/21 11:29,2018/10/21 11:43,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/21 11:27,2018/10/21 11:27,2018/10/21 11:37,2018/10/21 11:42,,2018/10/21 11:26,0:14:09,0:28:18,,01,03,,,,,
★,-,11,2018/10/21 11:27,5155,乗客アプリ（地図から）,3530,591,6,2,,2018/10/21 11:58,2018/10/21 12:14,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 11:57,2018/10/21 11:57,2018/10/21 12:10,2018/10/21 12:10,2018/10/21 11:57,2018/10/21 11:57,0:16:41,0:33:22,,01,01,,,,,
-,-,11,2018/10/21 11:27,5156,まちかど設置端末（地図から）,0,792,8,2,,2018/10/21 11:39,2018/10/21 11:48,35.443704 139.651332,ホテルメルパルク横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/10/21 11:37,2018/10/21 11:37,2018/10/21 11:52,2018/10/21 11:52,,2018/10/21 11:27,0:08:50,0:17:40,,01,11,,,,,
-,-,11,2018/10/21 11:28,5157,乗客アプリ（目的地から）,3597,1107,5,1,,2018/10/21 11:31,2018/10/21 11:37,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 11:30,2018/10/21 11:30,2018/10/21 11:37,2018/10/21 11:41,,2018/10/21 11:28,0:05:40,0:05:40,,01,03,,,,,
-,-,11,2018/10/21 11:31,5159,乗客アプリ（目的地から）,3602,630,5,1,,2018/10/21 11:31,2018/10/21 11:37,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 11:33,2018/10/21 11:33,2018/10/21 11:41,2018/10/21 11:41,,2018/10/21 11:31,0:05:47,0:05:47,,00,00,,,,,
-,-,11,2018/10/21 11:32,5160,乗客アプリ（地図から）,1666,1292,6,1,,2018/10/21 11:36,2018/10/21 11:49,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/21 11:39,2018/10/21 11:39,2018/10/21 11:50,2018/10/21 11:50,,2018/10/21 11:32,0:13:07,0:13:07,,00,04,,,,,
-,-,11,2018/10/21 11:33,5161,乗客アプリ（目的地から）,3579,1076,5,2,,2018/10/21 11:37,2018/10/21 11:44,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 11:39,2018/10/21 11:39,2018/10/21 11:50,2018/10/21 11:50,,2018/10/21 11:33,0:06:48,0:13:36,,00,03,,,,,
-,-,11,2018/10/21 11:35,5162,まちかど設置端末（地図から）,0,857,4,2,,2018/10/21 11:40,2018/10/21 11:53,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/21 11:40,2018/10/21 11:43,2018/10/21 11:49,2018/10/21 11:54,,2018/10/21 11:35,0:12:21,0:24:42,,00,05,,,,,
-,-,11,2018/10/21 11:38,5163,まちかど設置端末（店舗から）,0,700,4,2,,2018/10/21 11:44,2018/10/21 12:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 11:46,2018/10/21 11:46,2018/10/21 12:05,2018/10/21 12:05,,2018/10/21 11:38,0:17:46,0:35:32,,00,05,,,,,
-,-,11,2018/10/21 11:41,5164,まちかど設置端末（地図から）,0,1273,10,2,,2018/10/21 11:42,2018/10/21 11:46,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/10/21 11:42,2018/10/21 11:42,2018/10/21 11:55,2018/10/21 11:55,,2018/10/21 11:41,0:03:27,0:06:54,,00,01,,,,,
-,-,11,2018/10/21 11:45,5165,まちかど設置端末（店舗から）,0,307,7,4,,2018/10/21 11:55,2018/10/21 12:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 11:53,2018/10/21 11:53,2018/10/21 12:02,2018/10/21 12:02,,2018/10/21 11:45,0:04:10,0:16:40,,01,09,,,,,
-,-,11,2018/10/21 11:53,5166,乗客アプリ（地図から）,1620,643,8,2,,2018/10/21 11:59,2018/10/21 12:24,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/10/21 11:58,2018/10/21 11:58,2018/10/21 12:14,2018/10/21 12:14,,2018/10/21 11:53,0:24:58,0:49:56,,00,06,,,,,
-,-,11,2018/10/21 11:53,5167,まちかど設置端末（地図から）,0,649,10,1,,2018/10/21 11:55,2018/10/21 12:00,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/21 11:55,2018/10/21 11:55,2018/10/21 12:04,2018/10/21 12:04,,2018/10/21 11:53,0:04:27,0:04:27,,00,01,,,,,
-,-,11,2018/10/21 11:59,5168,乗客アプリ（地図から）,2300,923,6,1,,2018/10/21 12:03,2018/10/21 12:19,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/10/21 12:03,2018/10/21 12:03,2018/10/21 12:18,2018/10/21 12:18,,2018/10/21 11:59,0:15:39,0:15:39,,00,04,,,,,
-,☆,11,2018/10/21 11:24,5152,乗客アプリ（地図から）,1956,1090,6,1,2018/10/21 11:25,,,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/21 11:30,,2018/10/21 11:38,,,2018/10/21 11:24,0:00:00,0:00:00,,00,05,,,,,
-,☆,11,2018/10/21 11:31,5158,乗客アプリ（目的地から）,3602,677,5,1,2018/10/21 11:31,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 11:36,,2018/10/21 11:43,,,2018/10/21 11:31,0:00:00,0:00:00,,00,05,,,,,
-,-,12,2018/10/21 12:02,5169,まちかど設置端末（地図から）,0,569,8,2,,2018/10/21 12:06,2018/10/21 12:13,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 12:07,2018/10/21 12:07,2018/10/21 12:16,2018/10/21 12:16,,2018/10/21 12:02,0:07:21,0:14:42,795,00,03,08,07,,,
-,-,12,2018/10/21 12:02,5170,乗客アプリ（目的地から）,2971,922,7,2,,2018/10/21 12:07,2018/10/21 12:18,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447541 139.644914,シルク博物館,2018/10/21 12:04,2018/10/21 12:04,2018/10/21 12:16,2018/10/21 12:16,,2018/10/21 12:02,0:10:58,0:21:56,,03,05,,,,,
-,-,12,2018/10/21 12:08,5171,乗客アプリ（目的地から）,3588,990,8,1,,2018/10/21 12:13,2018/10/21 12:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/21 12:12,2018/10/21 12:12,2018/10/21 12:35,2018/10/21 12:35,,2018/10/21 12:08,0:18:00,0:18:00,,00,05,,,,,
-,-,12,2018/10/21 12:08,5172,乗客アプリ（地図から）,3575,680,6,2,,2018/10/21 12:14,2018/10/21 12:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 12:15,2018/10/21 12:15,2018/10/21 12:29,2018/10/21 12:30,,2018/10/21 12:08,0:10:16,0:20:32,,00,05,,,,,
-,-,12,2018/10/21 12:11,5173,乗客アプリ（目的地から）,3597,810,10,1,,2018/10/21 12:14,2018/10/21 12:19,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/21 12:13,2018/10/21 12:13,2018/10/21 12:21,2018/10/21 12:22,,2018/10/21 12:11,0:04:44,0:04:44,,01,03,,,,,
-,-,12,2018/10/21 12:11,5174,乗客アプリ（目的地から）,3602,994,10,1,,2018/10/21 12:15,2018/10/21 12:19,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/21 12:13,2018/10/21 12:13,2018/10/21 12:22,2018/10/21 12:22,,2018/10/21 12:11,0:04:19,0:04:19,,01,03,,,,,
-,-,12,2018/10/21 12:12,5175,乗客アプリ（地図から）,1211,1104,6,2,,2018/10/21 12:19,2018/10/21 12:33,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/21 12:23,2018/10/21 12:23,2018/10/21 12:41,2018/10/21 12:41,,2018/10/21 12:12,0:13:43,0:27:26,,00,07,,,,,
-,-,12,2018/10/21 12:21,5177,乗客アプリ（目的地から）,1419,1015,2,1,,2018/10/21 12:26,2018/10/21 12:38,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/21 12:24,2018/10/21 12:29,2018/10/21 12:34,2018/10/21 12:43,,2018/10/21 12:21,0:12:11,0:12:11,,02,05,,,,,
-,-,12,2018/10/21 12:22,5178,乗客アプリ（目的地から）,3611,331,9,2,,2018/10/21 12:25,2018/10/21 12:37,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 12:23,2018/10/21 12:23,2018/10/21 12:32,2018/10/21 12:32,,2018/10/21 12:22,0:11:31,0:23:02,,02,03,,,,,
-,-,12,2018/10/21 12:24,5180,乗客アプリ（目的地から）,3601,1227,7,2,,2018/10/21 12:30,2018/10/21 12:36,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 12:29,2018/10/21 12:29,2018/10/21 12:37,2018/10/21 12:37,,2018/10/21 12:24,0:06:20,0:12:40,,01,05,,,,,
-,-,12,2018/10/21 12:24,5181,乗客アプリ（地図から）,3582,814,2,3,,2018/10/21 12:35,2018/10/21 13:03,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/21 12:36,2018/10/21 12:36,2018/10/21 12:58,2018/10/21 12:58,,2018/10/21 12:24,0:28:38,1:25:54,,00,10,,,,,
-,-,12,2018/10/21 12:25,5182,まちかど設置端末（店舗から）,0,968,8,2,,2018/10/21 12:34,2018/10/21 12:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/21 12:34,2018/10/21 12:34,2018/10/21 12:42,2018/10/21 12:48,,2018/10/21 12:25,0:22:03,0:44:06,,00,08,,,,,
-,-,12,2018/10/21 12:30,5184,乗客アプリ（目的地から）,3538,718,8,2,,2018/10/21 12:41,2018/10/21 13:10,35.454389 139.630904,横浜ランドマークタワー,35.443073 139.651914,横浜人形の家,2018/10/21 12:38,2018/10/21 12:38,2018/10/21 12:56,2018/10/21 13:01,,2018/10/21 12:30,0:28:48,0:57:36,,02,10,,,,,
-,-,12,2018/10/21 12:31,5185,乗客アプリ（目的地から）,3579,1242,8,2,,2018/10/21 12:45,2018/10/21 13:07,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443659 139.650847,横浜マリンタワー,2018/10/21 12:41,2018/10/21 12:41,2018/10/21 13:00,2018/10/21 13:00,,2018/10/21 12:31,0:22:06,0:44:12,,04,14,,,,,
