,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
-,-,10,2018/10/25 10:28,6268,まちかど設置端末（店舗から）,0,1177,9,2,,2018/10/25 10:33,2018/10/25 10:39,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/25 10:33,2018/10/25 10:33,2018/10/25 10:39,2018/10/25 10:39,,2018/10/25 10:28,0:05:59,0:11:58,,00,04,,,,,
-,-,10,2018/10/25 10:29,6269,乗客アプリ（地図から）,1312,381,1,1,,2018/10/25 10:32,2018/10/25 10:43,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/25 10:31,2018/10/25 10:32,2018/10/25 10:38,2018/10/25 10:43,,2018/10/25 10:29,0:10:20,0:10:20,,01,03,,,,,
-,-,10,2018/10/25 10:31,6270,まちかど設置端末（地図から）,0,911,1,1,,2018/10/25 10:32,2018/10/25 10:41,35.450681 139.632446,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/25 10:33,2018/10/25 10:33,2018/10/25 10:41,2018/10/25 10:41,,2018/10/25 10:31,0:08:22,0:08:22,,00,01,,,,,
-,-,10,2018/10/25 10:35,6271,乗客アプリ（目的地から）,3963,1232,6,1,,2018/10/25 10:43,2018/10/25 10:47,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 10:40,2018/10/25 10:40,2018/10/25 10:47,2018/10/25 10:47,,2018/10/25 10:35,0:04:21,0:04:21,,02,07,,,,,
-,-,10,2018/10/25 10:38,6273,乗客アプリ（地図から）,2208,517,10,6,,2018/10/25 10:43,2018/10/25 10:52,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 10:41,2018/10/25 10:41,2018/10/25 10:56,2018/10/25 10:56,,2018/10/25 10:38,0:08:23,0:50:18,,02,05,,,,,
-,-,10,2018/10/25 10:44,6274,まちかど設置端末（地図から）,0,728,5,1,,2018/10/25 10:50,2018/10/25 11:01,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.447546 139.64358,横浜開港資料館,2018/10/25 10:49,2018/10/25 10:49,2018/10/25 11:02,2018/10/25 11:02,,2018/10/25 10:44,0:10:57,0:10:57,,01,06,,,,,
-,-,10,2018/10/25 10:47,6275,まちかど設置端末（店舗から）,0,1214,8,3,,2018/10/25 10:53,2018/10/25 10:58,35.450447 139.635947,みなとみらい線　馬車道駅,35.456605 139.635327,横浜ベイホテル東急,2018/10/25 10:51,2018/10/25 10:51,2018/10/25 11:01,2018/10/25 11:01,,2018/10/25 10:47,0:05:31,0:16:33,,02,06,,,,,
-,-,10,2018/10/25 10:47,6276,まちかど設置端末（店舗から）,0,575,9,2,,2018/10/25 10:52,2018/10/25 10:59,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 10:52,2018/10/25 10:52,2018/10/25 11:00,2018/10/25 11:00,,2018/10/25 10:47,0:06:43,0:13:26,,00,05,,,,,
-,-,10,2018/10/25 10:50,6277,まちかど設置端末（地図から）,0,1147,2,1,,2018/10/25 10:55,2018/10/25 10:58,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.454389 139.630904,横浜ランドマークタワー,2018/10/25 10:55,2018/10/25 10:55,2018/10/25 11:02,2018/10/25 11:02,,2018/10/25 10:50,0:03:16,0:03:16,,00,04,,,,,
-,-,10,2018/10/25 10:52,6278,まちかど設置端末（店舗から）,0,1075,3,1,,2018/10/25 10:54,2018/10/25 11:01,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/25 10:53,2018/10/25 10:53,2018/10/25 11:03,2018/10/25 11:03,,2018/10/25 10:52,0:06:49,0:06:49,,00,02,,,,,
-,☆,10,2018/10/25 9:05,6257,乗客アプリ（目的地から）,3256,984,9,1,2018/10/25 9:05,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/25 10:04,,2018/10/25 10:12,,,2018/10/25 9:05,0:00:00,0:00:00,,00,04,,,,2018/10/25 10:00,※10時以前に予約しているため
-,☆,10,2018/10/25 10:37,6272,乗客アプリ（地図から）,2208,1022,10,6,2018/10/25 10:38,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/25 10:43,,2018/10/25 10:55,,,2018/10/25 10:37,0:00:00,0:00:00,,00,05,,,,,
-,-,11,2018/10/25 11:03,6279,乗客アプリ（地図から）,2828,1056,7,1,,2018/10/25 11:08,2018/10/25 11:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/10/25 11:04,2018/10/25 11:07,2018/10/25 11:16,2018/10/25 11:23,,2018/10/25 11:03,0:17:22,0:17:22,305,03,05,05,04,,,
-,-,11,2018/10/25 11:03,6280,まちかど設置端末（地図から）,0,502,7,2,,2018/10/25 11:13,2018/10/25 11:34,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 11:12,2018/10/25 11:12,2018/10/25 11:28,2018/10/25 11:32,,2018/10/25 11:03,0:20:19,0:40:38,,01,09,,,,,
★,-,11,2018/10/25 11:05,6281,乗客アプリ（地図から）,2547,595,5,3,,2018/10/25 11:33,2018/10/25 11:42,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/10/25 11:35,2018/10/25 11:35,2018/10/25 11:46,2018/10/25 11:46,2018/10/25 11:35,2018/10/25 11:35,0:08:54,0:26:42,,00,00,,,,,
-,-,11,2018/10/25 11:05,6282,まちかど設置端末（店舗から）,0,496,1,2,,2018/10/25 11:07,2018/10/25 11:23,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 11:07,2018/10/25 11:07,2018/10/25 11:16,2018/10/25 11:16,,2018/10/25 11:05,0:15:38,0:31:16,,00,01,,,,,
-,-,11,2018/10/25 11:13,6284,まちかど設置端末（店舗から）,0,865,7,1,,2018/10/25 11:21,2018/10/25 11:30,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/25 11:18,2018/10/25 11:18,2018/10/25 11:29,2018/10/25 11:29,,2018/10/25 11:13,0:09:04,0:09:04,,02,07,,,,,
-,-,11,2018/10/25 11:15,6285,乗客アプリ（目的地から）,2328,613,3,1,,2018/10/25 11:17,2018/10/25 11:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/25 11:19,2018/10/25 11:19,2018/10/25 11:30,2018/10/25 11:30,,2018/10/25 11:15,0:11:32,0:11:32,,00,01,,,,,
-,-,11,2018/10/25 11:17,6286,乗客アプリ（目的地から）,1540,373,2,2,,2018/10/25 11:22,2018/10/25 11:30,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/25 11:20,2018/10/25 11:20,2018/10/25 11:29,2018/10/25 11:29,,2018/10/25 11:17,0:08:01,0:16:02,,01,04,,,,,
-,-,11,2018/10/25 11:23,6287,乗客アプリ（地図から）,2137,1018,8,4,,2018/10/25 11:41,2018/10/25 11:47,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/25 11:29,2018/10/25 11:29,2018/10/25 11:41,2018/10/25 11:41,,2018/10/25 11:23,0:06:42,0:26:48,,11,17,,,,,
-,-,11,2018/10/25 11:24,6288,乗客アプリ（地図から）,3688,941,2,1,,2018/10/25 11:28,2018/10/25 11:35,35.445857 139.647636,ホテルモントレ横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/25 11:28,2018/10/25 11:28,2018/10/25 11:42,2018/10/25 11:42,,2018/10/25 11:24,0:07:13,0:07:13,,00,04,,,,,
-,-,11,2018/10/25 11:29,6289,まちかど設置端末（店舗から）,0,1044,9,1,,2018/10/25 11:35,2018/10/25 11:43,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/25 11:37,2018/10/25 11:37,2018/10/25 11:50,2018/10/25 11:50,,2018/10/25 11:29,0:08:33,0:08:33,,00,05,,,,,
-,-,11,2018/10/25 11:45,6290,まちかど設置端末（店舗から）,0,698,9,1,,2018/10/25 11:48,2018/10/25 11:55,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/25 11:47,2018/10/25 11:47,2018/10/25 11:56,2018/10/25 12:03,,2018/10/25 11:45,0:06:39,0:06:39,,00,02,,,,,
-,-,11,2018/10/25 11:46,6292,乗客アプリ（目的地から）,2874,865,7,1,,2018/10/25 11:48,2018/10/25 12:06,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 11:49,2018/10/25 11:49,2018/10/25 12:05,2018/10/25 12:05,,2018/10/25 11:46,0:18:00,0:18:00,,00,02,,,,,
-,-,11,2018/10/25 11:50,6293,まちかど設置端末（店舗から）,0,555,7,2,,2018/10/25 11:54,2018/10/25 12:03,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 11:55,2018/10/25 11:55,2018/10/25 12:08,2018/10/25 12:06,,2018/10/25 11:50,0:09:39,0:19:18,,00,03,,,,,
-,-,11,2018/10/25 11:50,6294,乗客アプリ（目的地から）,3836,562,6,1,,2018/10/25 11:54,2018/10/25 12:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/25 11:54,2018/10/25 11:54,2018/10/25 12:00,2018/10/25 12:00,,2018/10/25 11:50,0:05:34,0:05:34,,00,03,,,,,
-,-,11,2018/10/25 11:51,6295,乗客アプリ（目的地から）,2092,1036,4,2,,2018/10/25 11:56,2018/10/25 12:03,35.445857 139.647636,ホテルモントレ横浜,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/25 11:52,2018/10/25 11:52,2018/10/25 12:05,2018/10/25 12:05,,2018/10/25 11:51,0:07:01,0:14:02,,03,05,,,,,
-,-,11,2018/10/25 11:54,6296,乗客アプリ（地図から）,1162,1085,7,2,,2018/10/25 12:04,2018/10/25 12:22,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/25 12:06,2018/10/25 12:06,2018/10/25 12:27,2018/10/25 12:33,,2018/10/25 11:54,0:18:25,0:36:50,,00,09,,,,,
-,-,11,2018/10/25 11:59,6297,乗客アプリ（地図から）,3972,1028,10,1,,2018/10/25 12:04,2018/10/25 12:14,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/25 12:03,2018/10/25 12:04,2018/10/25 12:17,2018/10/25 12:21,,2018/10/25 11:59,0:10:19,0:10:19,,01,04,,,,,
-,☆,11,2018/10/25 11:08,6283,まちかど設置端末（店舗から）,0,1274,1,1,2018/10/25 11:13,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 11:15,,2018/10/25 11:25,,,2018/10/25 11:08,0:00:00,0:00:00,,00,07,,,,,
-,☆,11,2018/10/25 11:45,6291,乗客アプリ（地図から）,67,1278,9,1,2018/10/25 11:56,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/25 11:52,,2018/10/25 12:09,,,2018/10/25 11:45,0:00:00,0:00:00,,00,10,,,,,
-,-,12,2018/10/25 12:00,6298,乗客アプリ（目的地から）,3971,935,6,2,,2018/10/25 12:06,2018/10/25 12:10,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/25 12:05,2018/10/25 12:05,2018/10/25 12:11,2018/10/25 12:11,,2018/10/25 12:00,0:03:54,0:07:48,412,00,05,07,05,,,
-,-,12,2018/10/25 12:01,6299,乗客アプリ（地図から）,2208,313,8,6,,2018/10/25 12:09,2018/10/25 12:22,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445857 139.647636,ホテルモントレ横浜,2018/10/25 12:11,2018/10/25 12:11,2018/10/25 12:31,2018/10/25 12:31,,2018/10/25 12:01,0:13:04,1:18:24,,00,07,,,,,
-,-,12,2018/10/25 12:01,6300,まちかど設置端末（店舗から）,0,879,10,1,,2018/10/25 12:10,2018/10/25 12:15,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/10/25 12:12,2018/10/25 12:12,2018/10/25 12:23,2018/10/25 12:23,,2018/10/25 12:01,0:05:44,0:05:44,,00,08,,,,,
-,-,12,2018/10/25 12:02,6301,まちかど設置端末（店舗から）,0,1033,7,1,,2018/10/25 12:11,2018/10/25 12:14,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.447541 139.644914,シルク博物館,2018/10/25 12:12,2018/10/25 12:12,2018/10/25 12:18,2018/10/25 12:18,,2018/10/25 12:02,0:03:07,0:03:07,,00,08,,,,,
-,-,12,2018/10/25 12:15,6303,乗客アプリ（目的地から）,3973,639,1,2,,2018/10/25 12:22,2018/10/25 12:43,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 12:19,2018/10/25 12:20,2018/10/25 12:33,2018/10/25 12:38,,2018/10/25 12:15,0:21:06,0:42:12,,02,07,,,,,
-,-,12,2018/10/25 12:15,6304,まちかど設置端末（地図から）,0,633,10,1,,2018/10/25 12:17,2018/10/25 12:56,35.443073 139.651914,横浜人形の家,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/25 12:18,2018/10/25 12:18,2018/10/25 12:32,2018/10/25 12:36,,2018/10/25 12:15,0:39:08,0:39:08,,00,01,,,,,
-,-,12,2018/10/25 12:17,6305,まちかど設置端末（店舗から）,0,713,10,1,,2018/10/25 12:26,2018/10/25 12:56,35.445857 139.647636,ホテルモントレ横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/25 12:22,2018/10/25 12:27,2018/10/25 12:31,2018/10/25 12:36,,2018/10/25 12:17,0:30:18,0:30:18,,03,08,,,,,
-,-,12,2018/10/25 12:18,6306,乗客アプリ（地図から）,1949,1167,1,2,,2018/10/25 12:31,2018/10/25 12:37,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/25 12:25,2018/10/25 12:25,2018/10/25 12:35,2018/10/25 12:35,,2018/10/25 12:18,0:06:37,0:13:14,,05,12,,,,,
-,-,12,2018/10/25 12:19,6307,乗客アプリ（地図から）,3688,981,10,1,,2018/10/25 12:23,2018/10/25 12:25,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.445857 139.647636,ホテルモントレ横浜,2018/10/25 12:23,2018/10/25 12:23,2018/10/25 12:27,2018/10/25 12:27,,2018/10/25 12:19,0:02:16,0:02:16,,00,04,,,,,
-,-,12,2018/10/25 12:22,6308,乗客アプリ（地図から）,2547,1079,2,2,,2018/10/25 12:27,2018/10/25 12:36,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/25 12:27,2018/10/25 12:27,2018/10/25 12:38,2018/10/25 12:38,,2018/10/25 12:22,0:08:53,0:17:46,,00,05,,,,,
-,-,12,2018/10/25 12:30,6310,乗客アプリ（地図から）,67,562,7,2,,2018/10/25 12:37,2018/10/25 12:44,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/25 12:35,2018/10/25 12:38,2018/10/25 12:43,2018/10/25 12:50,,2018/10/25 12:30,0:07:12,0:14:24,,02,06,,,,,
-,-,12,2018/10/25 12:30,6311,乗客アプリ（地図から）,3688,602,8,2,,2018/10/25 12:35,2018/10/25 12:38,35.445857 139.647636,ホテルモントレ横浜,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/25 12:33,2018/10/25 12:33,2018/10/25 12:38,2018/10/25 12:38,,2018/10/25 12:30,0:03:14,0:06:28,,01,04,,,,,
-,-,12,2018/10/25 12:34,6312,まちかど設置端末（店舗から）,0,796,9,2,,2018/10/25 12:36,2018/10/25 12:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/25 12:38,2018/10/25 12:38,2018/10/25 12:46,2018/10/25 12:46,,2018/10/25 12:34,0:04:41,0:09:22,,00,02,,,,,
-,-,12,2018/10/25 12:36,6313,乗客アプリ（目的地から）,3760,368,7,1,,2018/10/25 12:41,2018/10/25 12:51,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 12:44,2018/10/25 12:44,2018/10/25 12:59,2018/10/25 12:59,,2018/10/25 12:36,0:10:35,0:10:35,,00,04,,,,,
-,-,12,2018/10/25 12:39,6314,まちかど設置端末（店舗から）,0,1027,2,2,,2018/10/25 12:41,2018/10/25 12:48,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/25 12:43,2018/10/25 12:43,2018/10/25 12:53,2018/10/25 12:53,,2018/10/25 12:39,0:06:54,0:13:48,,00,02,,,,,
-,-,12,2018/10/25 12:42,6315,乗客アプリ（地図から）,2828,706,1,1,,2018/10/25 12:46,2018/10/25 12:56,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.453715 139.638133,横浜ワールドポーターズ,2018/10/25 12:48,2018/10/25 12:48,2018/10/25 12:59,2018/10/25 12:59,,2018/10/25 12:42,0:09:24,0:09:24,,00,03,,,,,
★,-,12,2018/10/25 12:44,6316,乗客アプリ（目的地から）,3975,662,2,1,,2018/10/25 13:17,2018/10/25 13:27,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/10/25 13:14,2018/10/25 13:17,2018/10/25 13:23,2018/10/25 13:29,2018/10/25 13:14,2018/10/25 13:14,0:10:32,0:10:32,,03,03,,,,,
-,-,12,2018/10/25 12:50,6317,まちかど設置端末（地図から）,0,446,9,1,,2018/10/25 12:54,2018/10/25 13:13,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/25 12:54,2018/10/25 12:54,2018/10/25 13:02,2018/10/25 13:10,,2018/10/25 12:50,0:18:30,0:18:30,,00,04,,,,,
-,-,12,2018/10/25 12:51,6318,乗客アプリ（目的地から）,1885,749,3,1,,2018/10/25 12:55,2018/10/25 13:00,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/10/25 12:55,2018/10/25 12:55,2018/10/25 13:00,2018/10/25 13:00,,2018/10/25 12:51,0:05:34,0:05:34,,00,03,,,,,
-,-,12,2018/10/25 12:53,6319,乗客アプリ（地図から）,67,1097,9,2,,2018/10/25 13:08,2018/10/25 13:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/25 13:00,2018/10/25 13:05,2018/10/25 13:13,2018/10/25 13:19,,2018/10/25 12:53,0:07:20,0:14:40,,08,15,,,,,
-,-,12,2018/10/25 12:53,6320,乗客アプリ（地図から）,3866,1089,4,2,,2018/10/25 12:57,2018/10/25 13:15,35.445857 139.647636,ホテルモントレ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/25 12:56,2018/10/25 12:56,2018/10/25 13:08,2018/10/25 13:17,,2018/10/25 12:53,0:18:16,0:36:32,,01,03,,,,,
-,-,12,2018/10/25 12:53,6321,まちかど設置端末（地図から）,0,1139,1,1,,2018/10/25 12:59,2018/10/25 13:07,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/25 13:02,2018/10/25 13:02,2018/10/25 13:14,2018/10/25 13:14,,2018/10/25 12:53,0:07:32,0:07:32,,00,05,,,,,
-,-,12,2018/10/25 12:55,6322,乗客アプリ（目的地から）,3255,862,2,1,,2018/10/25 13:06,2018/10/25 13:15,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/25 13:08,2018/10/25 13:08,2018/10/25 13:19,2018/10/25 13:19,,2018/10/25 12:55,0:09:24,0:09:24,,00,11,,,,,
-,-,12,2018/10/25 12:57,6323,乗客アプリ（目的地から）,2874,986,4,1,,2018/10/25 13:01,2018/10/25 13:07,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/10/25 13:01,2018/10/25 13:01,2018/10/25 13:10,2018/10/25 13:10,,2018/10/25 12:57,0:05:38,0:05:38,,00,04,,,,,
-,☆,12,2018/10/25 12:27,6309,まちかど設置端末（地図から）,0,614,10,1,2018/10/25 12:57,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/25 12:32,,2018/10/25 12:46,,,2018/10/25 12:27,0:00:00,0:00:00,,00,30,,,,,
-,-,13,2018/10/25 13:04,6324,まちかど設置端末（店舗から）,0,1086,10,1,,2018/10/25 13:08,2018/10/25 13:20,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443908 139.635249,イセザキ・モール,2018/10/25 13:10,2018/10/25 13:10,2018/10/25 13:15,2018/10/25 13:21,,2018/10/25 13:04,0:11:59,0:11:59,447,00,04,06,06,,,
-,-,13,2018/10/25 13:06,6326,まちかど設置端末（店舗から）,0,772,4,1,,2018/10/25 13:15,2018/10/25 13:25,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/25 13:16,2018/10/25 13:16,2018/10/25 13:24,2018/10/25 13:24,,2018/10/25 13:06,0:09:16,0:09:16,,00,09,,,,,
-,-,13,2018/10/25 13:07,6327,乗客アプリ（地図から）,3462,387,10,1,,2018/10/25 13:18,2018/10/25 13:31,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 13:16,2018/10/25 13:18,2018/10/25 13:35,2018/10/25 13:37,,2018/10/25 13:07,0:12:58,0:12:58,,02,10,,,,,
