,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
★,-,10,2018/10/13 10:16,2802,乗客アプリ（地図から）,2577,1241,3,2,,2018/10/13 10:31,2018/10/13 10:40,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 10:30,2018/10/13 10:30,2018/10/13 10:45,2018/10/13 10:45,2018/10/13 10:30,2018/10/13 10:30,0:09:09,0:18:18,,00,00,,,,
-,-,10,2018/10/13 10:17,2803,街角設置端末（店舗から）,0,526,8,1,,2018/10/13 10:19,2018/10/13 10:23,35.450447 139.635947,みなとみらい線　馬車道駅,35.447541 139.644914,シルク博物館,2018/10/13 10:24,2018/10/13 10:24,2018/10/13 10:32,2018/10/13 10:32,,2018/10/13 10:17,0:04:06,0:04:06,,00,01,,,,
★,-,10,2018/10/13 10:21,2804,乗客アプリ（地図から）,1511,1101,9,3,,2018/10/13 10:22,2018/10/13 11:03,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/10/13 10:45,2018/10/13 10:45,2018/10/13 11:05,2018/10/13 11:05,2018/10/13 10:45,2018/10/13 10:45,0:40:53,2:02:39,,00,00,,,,
-,-,10,2018/10/13 10:28,2806,乗客アプリ（目的地から）,2596,642,7,1,,2018/10/13 10:34,2018/10/13 10:43,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 10:38,2018/10/13 10:38,2018/10/13 10:52,2018/10/13 10:52,,2018/10/13 10:28,0:08:25,0:08:25,,00,06,,,,
-,-,10,2018/10/13 10:32,2807,乗客アプリ（地図から）,1340,1250,8,1,,2018/10/13 10:36,2018/10/13 10:41,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 10:36,2018/10/13 10:36,2018/10/13 10:44,2018/10/13 10:44,,2018/10/13 10:32,0:05:49,0:05:49,,00,03,,,,
-,-,10,2018/10/13 10:32,2808,街角設置端末（店舗から）,0,420,5,1,,2018/10/13 10:34,2018/10/13 10:38,35.447541 139.644914,シルク博物館,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/13 10:34,2018/10/13 10:34,2018/10/13 10:41,2018/10/13 10:41,,2018/10/13 10:32,0:03:33,0:03:33,,00,02,,,,
-,-,10,2018/10/13 10:57,2811,街角設置端末（店舗から）,0,1160,8,2,,2018/10/13 11:07,2018/10/13 11:14,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 11:06,2018/10/13 11:06,2018/10/13 11:23,2018/10/13 11:23,,2018/10/13 10:57,0:07:07,0:14:14,,01,10,,,,
-,-,10,2018/10/13 10:59,2812,乗客アプリ（地図から）,2648,304,10,5,,2018/10/13 11:05,2018/10/13 11:15,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 11:09,2018/10/13 11:09,2018/10/13 11:26,2018/10/13 11:26,,2018/10/13 10:59,0:10:00,0:50:00,,00,05,,,,
★,☆,10,2018/10/13 9:49,2785,乗客アプリ（目的地から）,2621,461,6,1,2018/10/13 9:57,,,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 10:45,,2018/10/13 10:58,,2018/10/13 10:45,2018/10/13 10:45,0:00:00,0:00:00,,00,00,,,,
★,☆,10,2018/10/13 10:02,2789,乗客アプリ（目的地から）,1358,834,5,1,2018/10/13 10:02,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 10:09,,2018/10/13 10:20,,2018/10/13 10:01,2018/10/13 10:01,0:00:00,0:00:00,,00,07,,,,
-,☆,10,2018/10/13 10:11,2798,街角設置端末（店舗から）,0,1078,5,2,2018/10/13 10:11,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/13 10:19,,2018/10/13 10:39,,,2018/10/13 10:11,0:00:00,0:00:00,,00,08,,,,
★,☆,10,2018/10/13 10:14,2800,街角設置端末（店舗から）,0,1141,6,1,2018/10/13 10:15,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/13 10:55,,2018/10/13 11:08,,2018/10/13 10:55,2018/10/13 10:55,0:00:00,0:00:00,,00,00,,,,
-,☆,10,2018/10/13 10:15,2801,乗客アプリ（地図から）,2577,1238,3,2,2018/10/13 10:15,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 10:21,,2018/10/13 10:36,,,2018/10/13 10:15,0:00:00,0:00:00,,00,05,,,,
★,☆,10,2018/10/13 10:38,2809,街角設置端末（店舗から）,0,343,10,1,2018/10/13 10:39,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/13 10:58,,2018/10/13 11:11,,2018/10/13 10:58,2018/10/13 10:58,0:00:00,0:00:00,,00,00,,,,
★,-,11,2018/10/13 9:54,2786,乗客アプリ（目的地から）,2649,1023,2,2,,2018/10/13 10:53,2018/10/13 10:59,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/10/13 11:00,2018/10/13 11:00,2018/10/13 11:13,2018/10/13 11:13,2018/10/13 11:00,2018/10/13 11:00,0:06:01,0:12:02,195,00,00,03,04,,
★,-,11,2018/10/13 10:44,2810,乗客アプリ（地図から）,2654,1089,4,1,,2018/10/13 11:17,2018/10/13 11:23,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/13 11:18,2018/10/13 11:18,2018/10/13 11:29,2018/10/13 11:29,2018/10/13 11:18,2018/10/13 11:18,0:06:16,0:06:16,,00,00,,,,
-,-,11,2018/10/13 11:05,2813,乗客アプリ（目的地から）,2653,628,2,2,,2018/10/13 11:10,2018/10/13 11:17,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 11:13,2018/10/13 11:13,2018/10/13 11:28,2018/10/13 11:28,,2018/10/13 11:05,0:06:36,0:13:12,,00,05,,,,
-,-,11,2018/10/13 11:14,2814,街角設置端末（地図から）,0,333,8,2,,2018/10/13 11:17,2018/10/13 11:28,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 11:19,2018/10/13 11:19,2018/10/13 11:38,2018/10/13 11:38,,2018/10/13 11:14,0:10:37,0:21:14,,00,03,,,,
-,-,11,2018/10/13 11:17,2815,街角設置端末（地図から）,0,1223,10,3,,2018/10/13 11:22,2018/10/13 11:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/13 11:29,2018/10/13 11:29,2018/10/13 11:55,2018/10/13 11:55,,2018/10/13 11:17,0:21:10,1:03:30,,00,04,,,,
-,-,11,2018/10/13 11:23,2816,街角設置端末（店舗から）,0,570,10,3,,2018/10/13 11:29,2018/10/13 11:38,35.456605 139.635327,横浜ベイホテル東急,35.443659 139.650847,横浜マリンタワー,2018/10/13 11:33,2018/10/13 11:33,2018/10/13 11:53,2018/10/13 11:53,,2018/10/13 11:23,0:09:10,0:27:30,,00,06,,,,
-,-,11,2018/10/13 11:24,2817,乗客アプリ（目的地から）,2530,1234,6,1,,2018/10/13 11:32,2018/10/13 11:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/13 11:37,2018/10/13 11:37,2018/10/13 11:51,2018/10/13 11:51,,2018/10/13 11:24,0:05:37,0:05:37,,00,07,,,,
-,-,11,2018/10/13 11:26,2818,乗客アプリ（目的地から）,2660,657,9,2,,2018/10/13 11:30,2018/10/13 11:38,35.448676 139.635696,横浜平和プラザホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/13 11:30,2018/10/13 11:30,2018/10/13 11:50,2018/10/13 11:50,,2018/10/13 11:26,0:07:26,0:14:52,,00,04,,,,
-,-,11,2018/10/13 11:41,2820,街角設置端末（店舗から）,0,975,8,1,,2018/10/13 11:51,2018/10/13 11:59,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/10/13 11:45,2018/10/13 11:52,2018/10/13 11:58,2018/10/13 12:08,,2018/10/13 11:41,0:07:54,0:07:54,,06,10,,,,
-,-,11,2018/10/13 11:57,2826,乗客アプリ（目的地から）,2465,431,8,1,,2018/10/13 12:03,2018/10/13 12:23,35.441002 139.650809,横浜元町ショッピングストリート,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 12:10,2018/10/13 12:10,2018/10/13 12:28,2018/10/13 12:32,,2018/10/13 11:57,0:19:35,0:19:35,,00,06,,,,
-,-,11,2018/10/13 11:59,2827,乗客アプリ（目的地から）,1210,425,5,1,,2018/10/13 12:01,2018/10/13 12:05,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/13 12:03,2018/10/13 12:03,2018/10/13 12:13,2018/10/13 12:13,,2018/10/13 11:59,0:03:58,0:03:58,,00,01,,,,
★,☆,11,2018/10/13 10:11,2799,乗客アプリ（目的地から）,2596,1155,6,3,2018/10/13 10:17,,,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 11:12,,2018/10/13 11:27,,2018/10/13 11:12,2018/10/13 11:12,0:00:00,0:00:00,,00,00,,,,
★,☆,11,2018/10/13 10:22,2805,乗客アプリ（地図から）,1218,1003,1,1,2018/10/13 10:23,,,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 11:05,,2018/10/13 11:23,,2018/10/13 11:05,2018/10/13 11:05,0:00:00,0:00:00,,00,00,,,,
-,☆,11,2018/10/13 11:41,2821,街角設置端末（地図から）,0,890,4,2,2018/10/13 11:44,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/13 11:47,,2018/10/13 11:56,,,2018/10/13 11:41,0:00:00,0:00:00,,00,05,,,,
-,☆,11,2018/10/13 11:50,2823,街角設置端末（店舗から）,0,766,8,1,2018/10/13 11:54,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/13 11:53,,2018/10/13 12:05,,,2018/10/13 11:50,0:00:00,0:00:00,,00,03,,,,
★,-,12,2018/10/13 10:09,2797,乗客アプリ（目的地から）,2568,1170,9,1,,2018/10/13 12:45,2018/10/13 12:58,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 12:45,2018/10/13 12:47,2018/10/13 13:01,2018/10/13 13:03,2018/10/13 12:45,2018/10/13 12:45,0:12:54,0:12:54,255,00,00,04,03,,
★,-,12,2018/10/13 11:35,2819,乗客アプリ（地図から）,1569,805,7,1,,2018/10/13 12:01,2018/10/13 12:23,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 12:05,2018/10/13 12:05,2018/10/13 12:19,2018/10/13 12:19,2018/10/13 12:05,2018/10/13 12:05,0:22:01,0:22:01,,00,00,,,,
★,-,12,2018/10/13 11:46,2822,街角設置端末（地図から）,0,580,9,2,,2018/10/13 12:03,2018/10/13 12:07,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/13 12:00,2018/10/13 12:00,2018/10/13 12:09,2018/10/13 12:09,2018/10/13 12:00,2018/10/13 12:00,0:04:50,0:09:40,,03,03,,,,
★,-,12,2018/10/13 11:55,2825,街角設置端末（店舗から）,0,517,6,1,,2018/10/13 12:12,2018/10/13 12:12,35.450447 139.635947,みなとみらい線　馬車道駅,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 12:10,2018/10/13 12:10,2018/10/13 12:16,2018/10/13 12:16,2018/10/13 12:10,2018/10/13 12:10,0:00:02,0:00:02,,02,02,,,,
★,-,12,2018/10/13 12:02,2828,乗客アプリ（地図から）,1928,1114,8,1,,2018/10/13 12:08,2018/10/13 12:29,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 12:17,2018/10/13 12:17,2018/10/13 12:47,2018/10/13 12:47,2018/10/13 12:10,2018/10/13 12:10,0:21:13,0:21:13,,00,00,,,,
★,-,12,2018/10/13 12:03,2829,乗客アプリ（地図から）,1436,1021,1,1,,2018/10/13 12:26,2018/10/13 12:43,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/13 12:30,2018/10/13 12:30,2018/10/13 12:50,2018/10/13 12:54,2018/10/13 12:30,2018/10/13 12:30,0:16:55,0:16:55,,00,00,,,,
-,-,12,2018/10/13 12:05,2830,乗客アプリ（目的地から）,2596,872,1,3,,2018/10/13 12:12,2018/10/13 12:21,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 12:15,2018/10/13 12:15,2018/10/13 12:30,2018/10/13 12:30,,2018/10/13 12:05,0:09:02,0:27:06,,00,07,,,,
-,-,12,2018/10/13 12:05,2831,乗客アプリ（地図から）,2342,1262,10,1,,2018/10/13 12:17,2018/10/13 12:36,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/10/13 12:21,2018/10/13 12:21,2018/10/13 12:36,2018/10/13 12:43,,2018/10/13 12:05,0:18:54,0:18:54,,00,12,,,,
-,-,12,2018/10/13 12:09,2832,乗客アプリ（目的地から）,2641,357,8,3,,2018/10/13 12:14,2018/10/13 12:23,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 12:15,2018/10/13 12:15,2018/10/13 12:40,2018/10/13 12:40,,2018/10/13 12:09,0:09:23,0:28:09,,00,04,,,,
-,-,12,2018/10/13 12:11,2833,乗客アプリ（目的地から）,2655,990,7,2,,2018/10/13 12:19,2018/10/13 12:29,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 12:21,2018/10/13 12:21,2018/10/13 12:50,2018/10/13 12:50,,2018/10/13 12:11,0:10:31,0:21:02,,00,07,,,,
-,-,12,2018/10/13 12:17,2834,街角設置端末（地図から）,0,540,6,1,,2018/10/13 12:26,2018/10/13 12:32,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/13 12:28,2018/10/13 12:28,2018/10/13 12:41,2018/10/13 12:41,,2018/10/13 12:17,0:06:00,0:06:00,,00,08,,,,
-,-,12,2018/10/13 12:18,2835,乗客アプリ（地図から）,1769,913,10,2,,2018/10/13 12:24,2018/10/13 12:30,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/13 12:26,2018/10/13 12:26,2018/10/13 12:36,2018/10/13 12:36,,2018/10/13 12:18,0:05:14,0:10:28,,00,06,,,,
★,-,12,2018/10/13 12:23,2836,街角設置端末（店舗から）,0,899,1,1,,2018/10/13 12:30,2018/10/13 12:40,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/10/13 12:35,2018/10/13 12:35,2018/10/13 12:49,2018/10/13 12:49,2018/10/13 12:35,2018/10/13 12:35,0:10:03,0:10:03,,00,00,,,,
-,-,12,2018/10/13 12:27,2837,乗客アプリ（目的地から）,2649,380,10,2,,2018/10/13 12:46,2018/10/13 13:09,35.441002 139.650809,横浜元町ショッピングストリート,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 12:50,2018/10/13 12:50,2018/10/13 13:09,2018/10/13 13:22,,2018/10/13 12:27,0:22:19,0:44:38,,00,19,,,,
★,-,12,2018/10/13 12:50,2839,乗客アプリ（簡単予約）,2617,442,10,1,,2018/10/13 12:57,2018/10/13 13:03,35.443073 139.651914,横浜人形の家,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/13 12:57,2018/10/13 12:57,2018/10/13 13:15,2018/10/13 13:15,2018/10/13 12:55,2018/10/13 12:55,0:05:59,0:05:59,,00,02,,,,
★,☆,12,2018/10/13 11:54,2824,乗客アプリ（目的地から）,2596,888,9,3,2018/10/13 12:04,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 12:24,,2018/10/13 12:39,,2018/10/13 12:24,2018/10/13 12:24,0:00:00,0:00:00,,00,00,,,,
-,☆,12,2018/10/13 12:55,2840,乗客アプリ（地図から）,1104,495,1,1,2018/10/13 13:01,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 12:58,,2018/10/13 13:05,,,2018/10/13 12:55,0:00:00,0:00:00,,00,06,,,,
★,-,13,2018/10/13 12:58,2841,街角設置端末（店舗から）,0,610,3,1,,2018/10/13 13:03,2018/10/13 13:09,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 13:10,2018/10/13 13:10,2018/10/13 13:26,2018/10/13 13:26,2018/10/13 13:10,2018/10/13 13:10,0:06:36,0:06:36,459,00,00,07,04,,
-,-,13,2018/10/13 13:03,2843,乗客アプリ（地図から）,1104,1075,1,1,,2018/10/13 13:06,2018/10/13 13:21,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 13:06,2018/10/13 13:07,2018/10/13 13:14,2018/10/13 13:19,,2018/10/13 13:03,0:15:15,0:15:15,,00,02,,,,
-,-,13,2018/10/13 13:12,2845,街角設置端末（店舗から）,0,1060,10,2,,2018/10/13 13:15,2018/10/13 13:24,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 13:15,2018/10/13 13:15,2018/10/13 13:28,2018/10/13 13:28,,2018/10/13 13:12,0:08:46,0:17:32,,00,02,,,,
-,-,13,2018/10/13 13:15,2848,乗客アプリ（地図から）,2668,978,3,2,,2018/10/13 13:18,2018/10/13 13:25,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/10/13 13:20,2018/10/13 13:20,2018/10/13 13:35,2018/10/13 13:35,,2018/10/13 13:15,0:06:39,0:13:18,,00,02,,,,
★,-,13,2018/10/13 13:17,2850,乗客アプリ（目的地から）,2596,1049,4,3,,2018/10/13 13:56,2018/10/13 14:12,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 13:57,2018/10/13 13:57,2018/10/13 14:28,2018/10/13 14:28,2018/10/13 13:57,2018/10/13 13:57,0:15:53,0:47:39,,00,00,,,,
-,-,13,2018/10/13 13:25,2852,街角設置端末（店舗から）,0,936,3,4,,2018/10/13 13:29,2018/10/13 13:39,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 13:27,2018/10/13 13:27,2018/10/13 13:49,2018/10/13 13:49,,2018/10/13 13:25,0:09:56,0:39:44,,01,04,,,,
★,-,13,2018/10/13 13:25,2853,乗客アプリ（地図から）,1098,635,1,2,,2018/10/13 13:28,2018/10/13 13:36,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 13:30,2018/10/13 13:30,2018/10/13 13:43,2018/10/13 13:40,2018/10/13 13:28,2018/10/13 13:28,0:07:31,0:15:02,,00,00,,,,
-,-,13,2018/10/13 13:25,2854,乗客アプリ（目的地から）,2665,1015,2,2,,2018/10/13 13:32,2018/10/13 13:40,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 13:39,2018/10/13 13:39,2018/10/13 13:52,2018/10/13 13:52,,2018/10/13 13:25,0:07:21,0:14:42,,00,07,,,,
-,-,13,2018/10/13 13:26,2855,街角設置端末（地図から）,0,1244,5,1,,2018/10/13 13:38,2018/10/13 13:47,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/10/13 13:42,2018/10/13 13:42,2018/10/13 13:56,2018/10/13 13:57,,2018/10/13 13:26,0:08:59,0:08:59,,00,12,,,,
-,-,13,2018/10/13 13:27,2856,街角設置端末（地図から）,0,788,5,2,,2018/10/13 13:38,2018/10/13 13:47,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/10/13 13:43,2018/10/13 13:43,2018/10/13 13:58,2018/10/13 13:58,,2018/10/13 13:27,0:09:07,0:18:14,,00,11,,,,
-,-,13,2018/10/13 13:28,2857,街角設置端末（地図から）,0,381,1,2,,2018/10/13 13:51,2018/10/13 14:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/13 13:56,2018/10/13 14:01,2018/10/13 14:22,2018/10/13 14:27,,2018/10/13 13:28,0:25:34,0:51:08,,00,22,,,,
-,-,13,2018/10/13 13:30,2859,乗客アプリWeb（目的地から）,2603,1120,6,2,,2018/10/13 13:35,2018/10/13 13:51,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/10/13 13:35,2018/10/13 13:38,2018/10/13 14:09,2018/10/13 14:12,,2018/10/13 13:30,0:16:18,0:32:36,,00,04,,,,
-,-,13,2018/10/13 13:31,2860,街角設置端末（地図から）,0,312,7,3,,2018/10/13 13:38,2018/10/13 13:45,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 13:44,2018/10/13 13:44,2018/10/13 13:59,2018/10/13 13:59,,2018/10/13 13:31,0:06:48,0:20:24,,00,06,,,,
-,-,13,2018/10/13 13:33,2862,乗客アプリ（地図から）,1604,673,2,3,,2018/10/13 13:49,2018/10/13 13:58,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 13:51,2018/10/13 13:51,2018/10/13 14:19,2018/10/13 14:19,,2018/10/13 13:33,0:09:07,0:27:21,,00,15,,,,
