,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,12,2018/11/20 12:15,053-680-STRAWBERRY 073-958-ORANGE 073-957-ORANGE 073-956-ORANGE,16679,乗客アプリ（目的地から）,6732,846,10,4,,2018/11/20 12:20,2018/11/20 12:24,35.443704 139.651332,ホテルメルパルク横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 12:18,2018/11/20 12:18,2018/11/20 12:26,2018/11/20 12:26,,2018/11/20 12:15,0:03:56,0:15:44,,02,05,,,,,
-,-,12,2018/11/20 12:15,053-681-STRAWBERRY 073-666-ORANGE,16680,乗客アプリ（目的地から）,6749,388,9,2,,2018/11/20 12:19,2018/11/20 12:24,35.443704 139.651332,ホテルメルパルク横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 12:21,2018/11/20 12:21,2018/11/20 12:27,2018/11/20 12:27,,2018/11/20 12:15,0:04:59,0:09:58,,00,03,,,,,
-,-,12,2018/11/20 12:22,166-748-agekke,16681,乗客アプリ（地図から）,2171,594,4,1,,2018/11/20 12:24,2018/11/20 12:28,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/20 12:23,2018/11/20 12:23,2018/11/20 12:28,2018/11/20 12:28,,2018/11/20 12:22,0:03:57,0:03:57,,00,02,,,,,
★,-,12,2018/11/20 12:25,053-158-STRAWBERRY 053-162-STRAWBERRY,16682,乗客アプリ（目的地から）,5476,911,4,2,,2018/11/20 12:32,2018/11/20 12:41,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/20 12:35,2018/11/20 12:35,2018/11/20 12:56,2018/11/20 12:56,2018/11/20 12:35,2018/11/20 12:35,0:09:04,0:18:08,,00,00,,,,,
-,-,12,2018/11/20 12:29,023-891-GREEN 023-889-GREEN 023-890-GREEN 020-581-GREEN,16683,まちかど端末（店舗から）,0,182,3,4,,2018/11/20 12:40,2018/11/20 12:46,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 12:43,2018/11/20 12:43,2018/11/20 12:57,2018/11/20 12:57,,2018/11/20 12:29,0:06:11,0:24:44,,00,10,,,,,
-,-,12,2018/11/20 12:29,024-856-GREEN 024-853-GREEN,16684,まちかど端末（店舗から）,0,615,13,2,,2018/11/20 12:32,2018/11/20 12:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/20 12:32,2018/11/20 12:32,2018/11/20 12:42,2018/11/20 12:42,,2018/11/20 12:29,0:06:37,0:13:14,,00,02,,,,,
-,-,12,2018/11/20 12:35,024-839-GREEN 024-840-GREEN,16686,まちかど端末（店舗から）,0,382,1,2,,2018/11/20 12:40,2018/11/20 12:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 12:39,2018/11/20 12:39,2018/11/20 12:52,2018/11/20 12:52,,2018/11/20 12:35,0:07:00,0:14:00,,00,04,,,,,
-,-,12,2018/11/20 12:36,105-816-SNOW,16689,乗客アプリ（地図から）,6535,36,6,1,,2018/11/20 12:43,2018/11/20 12:55,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 12:46,2018/11/20 12:46,2018/11/20 13:06,2018/11/20 13:06,,2018/11/20 12:36,0:12:27,0:12:27,,00,06,,,,,
-,-,12,2018/11/20 12:38,019-032-RED,16690,まちかど端末（店舗から）,0,78,15,1,,2018/11/20 12:42,2018/11/20 12:45,35.454389 139.630904,横浜ランドマークタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/20 12:48,2018/11/20 12:48,2018/11/20 12:54,2018/11/20 12:54,,2018/11/20 12:38,0:02:53,0:02:53,,00,04,,,,,
-,-,12,2018/11/20 12:42,117-970-SUN,16691,まちかど端末（店舗から）,0,257,5,1,,2018/11/20 12:47,2018/11/20 12:59,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/20 12:48,2018/11/20 12:48,2018/11/20 12:58,2018/11/20 13:05,,2018/11/20 12:42,0:12:01,0:12:01,,00,04,,,,,
★,-,12,2018/11/20 12:47,050-567-STRAWBERRY 050-568-STRAWBERRY,16692,乗客アプリ（地図から）,2892,787,5,2,,2018/11/20 12:53,2018/11/20 13:08,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 12:57,2018/11/20 12:57,2018/11/20 13:18,2018/11/20 13:18,2018/11/20 12:57,2018/11/20 12:57,0:15:16,0:30:32,,00,00,,,,,
★,-,12,2018/11/20 12:47,024-905-GREEN,16693,乗客アプリ（地図から）,6079,995,15,1,,2018/11/20 12:51,2018/11/20 12:55,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 12:57,2018/11/20 12:57,2018/11/20 13:07,2018/11/20 13:07,2018/11/20 12:57,2018/11/20 12:57,0:04:13,0:04:13,,00,00,,,,,
-,-,12,2018/11/20 12:48,052-221-STRAWBERRY,16694,乗客アプリ（目的地から）,1015,427,1,1,,2018/11/20 12:55,2018/11/20 13:04,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 12:57,2018/11/20 12:57,2018/11/20 13:14,2018/11/20 13:14,,2018/11/20 12:48,0:08:30,0:08:30,,00,07,,,,,
-,-,12,2018/11/20 12:49,015-902-RED 025-933-GREEN 015-901-RED,16695,まちかど端末（店舗から）,0,161,2,3,,2018/11/20 12:56,2018/11/20 12:59,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 12:55,2018/11/20 12:55,2018/11/20 13:02,2018/11/20 13:02,,2018/11/20 12:49,0:03:53,0:11:39,,00,06,,,,,
-,-,12,2018/11/20 12:53,024-814-GREEN,16696,乗客アプリ（地図から）,5422,183,3,1,,2018/11/20 12:57,2018/11/20 13:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/20 12:58,2018/11/20 12:58,2018/11/20 13:03,2018/11/20 13:03,,2018/11/20 12:53,0:05:03,0:05:03,,00,04,,,,,
-,-,12,2018/11/20 12:53,167-799-CAKE,16697,乗客アプリWeb（地図から）,5621,658,6,1,,2018/11/20 12:58,2018/11/20 13:20,35.441441 139.648505,横浜中華街朱雀門,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 12:57,2018/11/20 12:57,2018/11/20 13:16,2018/11/20 13:29,,2018/11/20 12:53,0:22:06,0:22:06,,01,05,,,,,
-,-,12,2018/11/20 12:54,028-676-GREEN 028-679-GREEN,16698,まちかど端末（乗降ポイントから）,0,931,7,2,,2018/11/20 13:02,2018/11/20 13:08,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.445783 139.642958,横浜情報文化センター,2018/11/20 13:04,2018/11/20 13:04,2018/11/20 13:14,2018/11/20 13:14,,2018/11/20 12:54,0:06:32,0:13:04,,00,07,,,,,
-,-,12,2018/11/20 12:58,018-251-RED,16700,乗客アプリ（簡単予約）,2177,309,9,1,,2018/11/20 13:02,2018/11/20 13:11,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/20 13:05,2018/11/20 13:05,2018/11/20 13:22,2018/11/20 13:22,,2018/11/20 12:58,0:09:12,0:09:12,,00,03,,,,,
-,☆,12,2018/11/20 12:15,110-525-SUN,16678,乗客アプリ（地図から）,6035,510,2,1,2018/11/20 12:15,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/20 12:42,,2018/11/20 12:55,,,2018/11/20 12:15,0:00:00,0:00:00,,00,27,,,,,
-,☆,12,2018/11/20 12:34,019-069-RED,16685,乗客アプリ（地図から）,2137,256,6,1,2018/11/20 12:35,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 12:46,,2018/11/20 12:55,,,2018/11/20 12:34,0:00:00,0:00:00,,00,,,,,"※85,86行と同一人物と思われるため一番短いものを採用",
-,☆,12,2018/11/20 12:36,019-069-RED,16687,乗客アプリ（地図から）,2137,468,5,1,2018/11/20 12:36,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 12:45,,2018/11/20 12:54,,,2018/11/20 12:36,0:00:00,0:00:00,,00,,,,,"※84,86行と同一人物と思われるため一番短いものを採用",
-,☆,12,2018/11/20 12:36,019-069-RED,16688,乗客アプリ（地図から）,2137,136,15,1,2018/11/20 12:36,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 12:45,,2018/11/20 12:55,,,2018/11/20 12:36,0:00:00,0:00:00,,00,08,,,,"※85,84行と同一人物と思われるため一番短いものを採用",
★,-,13,2018/11/20 12:54,020-315-GREEN 023-892-GREEN,16699,まちかど端末（乗降ポイントから）,0,484,6,2,,2018/11/20 13:05,2018/11/20 13:16,35.447541 139.644914,シルク博物館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/20 13:04,2018/11/20 13:04,2018/11/20 13:24,2018/11/20 13:24,2018/11/20 13:04,2018/11/20 13:04,0:10:32,0:21:04,243,01,01,02,02,,,
-,-,13,2018/11/20 13:09,105-816-SNOW,16703,乗客アプリ（地図から）,6535,443,2,1,,2018/11/20 13:16,2018/11/20 13:23,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/11/20 13:13,2018/11/20 13:13,2018/11/20 13:21,2018/11/20 13:21,,2018/11/20 13:09,0:07:22,0:07:22,,02,06,,,,,
-,-,13,2018/11/20 13:13,113-592-SUN,16704,乗客アプリ（地図から）,5119,65,7,1,,2018/11/20 13:17,2018/11/20 13:25,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/11/20 13:17,2018/11/20 13:17,2018/11/20 13:30,2018/11/20 13:30,,2018/11/20 13:13,0:08:30,0:08:30,,00,03,,,,,
-,-,13,2018/11/20 13:14,025-144-GREEN 025-142-GREEN 025-143-GREEN,16705,乗客アプリ（目的地から）,6773,151,15,3,,2018/11/20 13:20,2018/11/20 13:27,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/20 13:23,2018/11/20 13:23,2018/11/20 13:41,2018/11/20 13:41,,2018/11/20 13:14,0:06:34,0:19:42,,00,06,,,,,
-,-,13,2018/11/20 13:26,031-781-YELLOW,16706,まちかど端末（乗降ポイントから）,0,618,11,1,,2018/11/20 13:28,2018/11/20 13:35,35.454389 139.630904,横浜ランドマークタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/11/20 13:27,2018/11/20 13:27,2018/11/20 13:43,2018/11/20 13:43,,2018/11/20 13:26,0:06:56,0:06:56,,00,01,,,,,
★,-,13,2018/11/20 13:30,031-987-YELLOW,16707,乗客アプリ（地図から）,3388,985,6,1,,2018/11/20 13:36,2018/11/20 14:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 13:40,2018/11/20 13:40,2018/11/20 13:58,2018/11/20 13:58,2018/11/20 13:40,2018/11/20 13:40,0:31:13,0:31:13,,00,00,,,,,
★,-,13,2018/11/20 13:35,022-369-GREEN,16708,乗客アプリ（目的地から）,4480,74,13,1,,2018/11/20 13:44,2018/11/20 13:51,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/20 13:45,2018/11/20 13:45,2018/11/20 13:53,2018/11/20 13:53,2018/11/20 13:45,2018/11/20 13:45,0:07:36,0:07:36,,00,00,,,,,
-,-,13,2018/11/20 13:40,062-852-BANANA,16709,まちかど端末（乗降ポイントから）,0,486,8,1,,2018/11/20 13:42,2018/11/20 13:53,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/20 13:41,2018/11/20 13:41,2018/11/20 13:53,2018/11/20 13:53,,2018/11/20 13:40,0:11:07,0:11:07,,00,02,,,,,
-,-,13,2018/11/20 13:40,167-809-CAKE,16710,乗客アプリWeb（地図から）,6776,269,6,1,,2018/11/20 13:45,2018/11/20 14:05,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 13:44,2018/11/20 13:44,2018/11/20 13:55,2018/11/20 13:55,,2018/11/20 13:40,0:19:24,0:19:24,,01,05,,,,,
-,-,13,2018/11/20 13:44,025-495-GREEN 025-494-GREEN,16711,まちかど端末（店舗から）,0,778,10,2,,2018/11/20 13:46,2018/11/20 13:51,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 13:46,2018/11/20 13:46,2018/11/20 14:00,2018/11/20 14:00,,2018/11/20 13:44,0:04:57,0:09:54,,00,01,,,,,
-,-,13,2018/11/20 13:45,067-166-BANANA,16712,まちかど端末（店舗から）,0,728,11,1,,2018/11/20 13:48,2018/11/20 13:57,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/20 13:50,2018/11/20 13:50,2018/11/20 14:07,2018/11/20 14:07,,2018/11/20 13:45,0:08:24,0:08:24,,00,03,,,,,
★,-,13,2018/11/20 13:45,024-497-GREEN 024-498-GREEN,16713,乗客アプリ（地図から）,4630,693,4,2,,2018/11/20 13:55,2018/11/20 14:12,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 13:55,2018/11/20 13:55,2018/11/20 14:13,2018/11/20 14:19,2018/11/20 13:55,2018/11/20 13:55,0:17:26,0:34:52,,00,00,,,,,
★,-,13,2018/11/20 13:47,016-385-RED,16714,乗客アプリ（地図から）,4077,81,6,1,,2018/11/20 13:54,2018/11/20 14:10,35.443908 139.635249,イセザキ・モール,35.443704 139.651332,ホテルメルパルク横浜,2018/11/20 13:57,2018/11/20 13:57,2018/11/20 14:11,2018/11/20 14:11,2018/11/20 13:57,2018/11/20 13:57,0:16:12,0:16:12,,00,00,,,,,
★,-,13,2018/11/20 13:50,006-548-BLUE,16715,乗客アプリ（地図から）,5131,820,4,1,,2018/11/20 13:58,2018/11/20 14:05,35.456605 139.635327,横浜ベイホテル東急,35.443073 139.651914,横浜人形の家,2018/11/20 13:59,2018/11/20 13:59,2018/11/20 14:15,2018/11/20 14:15,2018/11/20 13:59,2018/11/20 13:59,0:07:45,0:07:45,,00,00,,,,,
-,-,13,2018/11/20 13:50,065-837-BANANA 065-838-BANANA,16716,乗客アプリ（地図から）,5574,98,8,2,,2018/11/20 13:53,2018/11/20 13:58,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 13:54,2018/11/20 13:54,2018/11/20 14:06,2018/11/20 14:06,,2018/11/20 13:50,0:04:28,0:08:56,,00,03,,,,,
-,-,13,2018/11/20 13:51,166-492-agekke,16717,乗客アプリ（地図から）,1751,429,2,1,,2018/11/20 13:56,2018/11/20 14:04,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/20 13:58,2018/11/20 13:58,2018/11/20 14:12,2018/11/20 14:12,,2018/11/20 13:51,0:08:23,0:08:23,,00,04,,,,,
-,-,13,2018/11/20 13:53,031-781-YELLOW,16718,まちかど端末（乗降ポイントから）,0,383,1,1,,2018/11/20 13:57,2018/11/20 14:08,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 14:00,2018/11/20 14:00,2018/11/20 14:20,2018/11/20 14:20,,2018/11/20 13:53,0:10:39,0:10:39,,00,04,,,,,
-,-,13,2018/11/20 13:55,028-163-GREEN,16719,乗客アプリ（地図から）,6068,827,13,1,,2018/11/20 13:58,2018/11/20 14:03,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/20 13:59,2018/11/20 13:59,2018/11/20 14:09,2018/11/20 14:09,,2018/11/20 13:55,0:05:08,0:05:08,,00,02,,,,,
★,☆,13,2018/11/20 13:01,024-839-GREEN 024-840-GREEN,16701,乗客アプリ（地図から）,4559,298,15,2,2018/11/20 13:48,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 14:01,,2018/11/20 14:16,,2018/11/20 14:01,2018/11/20 14:01,0:00:00,0:00:00,,00,00,,,,,
★,-,14,2018/11/20 13:08,024-814-GREEN,16702,乗客アプリ（地図から）,5422,325,9,1,,2018/11/20 14:02,2018/11/20 14:05,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 14:08,2018/11/20 14:08,2018/11/20 14:14,2018/11/20 14:14,2018/11/20 14:08,2018/11/20 14:08,0:03:29,0:03:29,518,00,00,07,05,,,
-,-,14,2018/11/20 14:02,069-944-BANANA 069-945-BANANA,16720,乗客アプリ（目的地から）,6755,42,3,2,,2018/11/20 14:04,2018/11/20 14:09,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/20 14:05,2018/11/20 14:05,2018/11/20 14:14,2018/11/20 14:14,,2018/11/20 14:02,0:05:17,0:10:34,,00,01,,,,,
-,-,14,2018/11/20 14:06,103-958-SNOW 105-346-SNOW,16721,乗客アプリ（地図から）,2325,252,5,2,,2018/11/20 14:08,2018/11/20 14:13,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 14:10,2018/11/20 14:10,2018/11/20 14:21,2018/11/20 14:21,,2018/11/20 14:06,0:05:25,0:10:50,,00,01,,,,,
-,-,14,2018/11/20 14:06,167-799-CAKE,16722,乗客アプリWeb（地図から）,5621,39,9,1,,2018/11/20 14:09,2018/11/20 14:14,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/20 14:10,2018/11/20 14:10,2018/11/20 14:16,2018/11/20 14:16,,2018/11/20 14:06,0:04:38,0:04:38,,00,03,,,,,
-,-,14,2018/11/20 14:07,167-810-CAKE,16723,乗客アプリWeb（地図から）,6781,722,8,2,,2018/11/20 14:11,2018/11/20 14:18,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/20 14:09,2018/11/20 14:09,2018/11/20 14:19,2018/11/20 14:19,,2018/11/20 14:07,0:06:35,0:13:10,,02,04,,,,,
★,-,14,2018/11/20 14:09,020-404-GREEN 068-249-BANANA,16724,乗客アプリ（簡単予約）,3620,788,7,2,,2018/11/20 14:17,2018/11/20 14:30,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/20 14:19,2018/11/20 14:19,2018/11/20 14:35,2018/11/20 14:35,2018/11/20 14:19,2018/11/20 14:19,0:12:36,0:25:12,,00,00,,,,,
-,-,14,2018/11/20 14:10,025-465-GREEN,16725,まちかど端末（店舗から）,0,989,3,1,,2018/11/20 14:19,2018/11/20 14:28,35.453715 139.638133,横浜ワールドポーターズ,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 14:18,2018/11/20 14:18,2018/11/20 14:33,2018/11/20 14:33,,2018/11/20 14:10,0:09:42,0:09:42,,00,08,,,,,
-,-,14,2018/11/20 14:12,166-532-agekke,16727,乗客アプリ（地図から）,4734,527,5,1,,2018/11/20 14:14,2018/11/20 14:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/20 14:15,2018/11/20 14:16,2018/11/20 14:28,2018/11/20 14:44,,2018/11/20 14:12,0:16:04,0:16:04,,00,01,,,,,
-,-,14,2018/11/20 14:12,166-548-agekke,16728,乗客アプリ（目的地から）,5428,642,9,1,,2018/11/20 14:17,2018/11/20 14:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/20 14:19,2018/11/20 14:19,2018/11/20 14:36,2018/11/20 14:36,,2018/11/20 14:12,0:07:42,0:07:42,,00,04,,,,,
-,-,14,2018/11/20 14:13,114-086-SUN,16731,乗客アプリ（目的地から）,1747,231,2,1,,2018/11/20 14:16,2018/11/20 14:23,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:15,2018/11/20 14:15,2018/11/20 14:28,2018/11/20 14:28,,2018/11/20 14:13,0:07:11,0:07:11,,00,02,,,,,
-,-,14,2018/11/20 14:15,118-041-SUN,16732,乗客アプリ（目的地から）,2400,753,13,1,,2018/11/20 14:17,2018/11/20 14:24,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/20 14:16,2018/11/20 14:16,2018/11/20 14:24,2018/11/20 14:24,,2018/11/20 14:15,0:07:07,0:07:07,,00,01,,,,,
-,-,14,2018/11/20 14:15,166-738-agekke,16733,乗客アプリ（地図から）,3945,32,11,1,,2018/11/20 14:18,2018/11/20 14:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:19,2018/11/20 14:19,2018/11/20 14:27,2018/11/20 14:31,,2018/11/20 14:15,0:10:49,0:10:49,,00,03,,,,,
-,-,14,2018/11/20 14:16,025-502-GREEN 022-285-GREEN,16734,まちかど端末（店舗から）,0,907,6,2,,2018/11/20 14:20,2018/11/20 14:32,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 14:23,2018/11/20 14:23,2018/11/20 14:38,2018/11/20 14:50,,2018/11/20 14:16,0:11:59,0:23:58,,00,04,,,,,
-,-,14,2018/11/20 14:16,006-548-BLUE,16735,乗客アプリ（地図から）,5131,731,4,1,,2018/11/20 14:20,2018/11/20 14:31,35.443073 139.651914,横浜人形の家,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 14:18,2018/11/20 14:18,2018/11/20 14:41,2018/11/20 14:41,,2018/11/20 14:16,0:10:40,0:10:40,,02,04,,,,,
-,-,14,2018/11/20 14:17,020-548-GREEN 020-549-GREEN,16736,まちかど端末（乗降ポイントから）,0,787,8,2,,2018/11/20 14:20,2018/11/20 14:33,35.447546 139.64358,横浜開港資料館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 14:19,2018/11/20 14:19,2018/11/20 14:35,2018/11/20 14:39,,2018/11/20 14:17,0:12:19,0:24:38,,01,02,,,,,
-,-,14,2018/11/20 14:18,166-754-agekke,16737,乗客アプリ（目的地から）,6707,109,11,1,,2018/11/20 14:24,2018/11/20 14:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:23,2018/11/20 14:26,2018/11/20 14:42,2018/11/20 14:49,,2018/11/20 14:18,0:12:33,0:12:33,,00,05,,,,,
★,-,14,2018/11/20 14:19,026-653-GREEN,16738,まちかど端末（店舗から）,0,960,6,1,,2018/11/20 14:23,2018/11/20 14:28,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:28,2018/11/20 14:28,2018/11/20 14:39,2018/11/20 14:39,2018/11/20 14:28,2018/11/20 14:28,0:04:38,0:04:38,,00,00,,,,,
★,-,14,2018/11/20 14:19,116-733-SUN,16739,乗客アプリ（地図から）,6362,458,8,1,,2018/11/20 14:26,2018/11/20 14:45,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 14:29,2018/11/20 14:29,2018/11/20 14:57,2018/11/20 14:57,2018/11/20 14:29,2018/11/20 14:29,0:19:01,0:19:01,,00,00,,,,,
-,-,14,2018/11/20 14:19,167-809-CAKE,16740,乗客アプリ（目的地から）,6776,549,15,1,,2018/11/20 14:24,2018/11/20 14:32,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:25,2018/11/20 14:25,2018/11/20 14:36,2018/11/20 14:36,,2018/11/20 14:19,0:07:43,0:07:43,,00,05,,,,,
-,-,14,2018/11/20 14:19,166-520-agekke,16741,乗客アプリ（地図から）,2424,691,7,1,,2018/11/20 14:32,2018/11/20 14:50,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/20 14:35,2018/11/20 14:38,2018/11/20 14:49,2018/11/20 14:57,,2018/11/20 14:19,0:17:54,0:17:54,,00,13,,,,,
-,-,14,2018/11/20 14:20,019-038-RED,16742,まちかど端末（乗降ポイントから）,0,615,13,1,,2018/11/20 14:32,2018/11/20 14:40,35.454389 139.630904,横浜ランドマークタワー,35.447541 139.644914,シルク博物館,2018/11/20 14:36,2018/11/20 14:36,2018/11/20 14:49,2018/11/20 14:49,,2018/11/20 14:20,0:08:04,0:08:04,,00,12,,,,,
-,-,14,2018/11/20 14:23,031-781-YELLOW,16747,まちかど端末（店舗から）,0,516,7,1,,2018/11/20 14:35,2018/11/20 14:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:39,2018/11/20 14:39,2018/11/20 14:46,2018/11/20 14:48,,2018/11/20 14:23,0:08:22,0:08:22,,00,11,,,,,
-,-,14,2018/11/20 14:26,024-528-GREEN,16751,まちかど端末（店舗から）,0,790,9,1,,2018/11/20 14:29,2018/11/20 14:44,35.445783 139.642958,横浜情報文化センター,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/20 14:30,2018/11/20 14:30,2018/11/20 14:42,2018/11/20 14:51,,2018/11/20 14:26,0:14:42,0:14:42,,00,02,,,,,
-,-,14,2018/11/20 14:27,016-385-RED,16752,乗客アプリ（地図から）,4077,832,9,1,,2018/11/20 14:33,2018/11/20 14:48,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 14:36,2018/11/20 14:36,2018/11/20 14:59,2018/11/20 15:04,,2018/11/20 14:27,0:15:24,0:15:24,,00,05,,,,,
★,-,14,2018/11/20 14:28,053-282-STRAWBERRY 065-256-BANANA,16753,乗客アプリ（地図から）,1063,641,11,2,,2018/11/20 14:43,2018/11/20 14:51,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 14:52,2018/11/20 14:52,2018/11/20 15:14,2018/11/20 15:14,2018/11/20 14:38,2018/11/20 14:38,0:07:39,0:15:18,,00,05,,,,,
