,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,11,2018/11/28 11:46,052-129-STRAWBERRY,21150,乗客アプリ（地図から）,1923,265,11,1,,2018/11/28 11:51,2018/11/28 11:57,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/28 11:51,2018/11/28 11:51,2018/11/28 11:58,2018/11/28 11:58,,2018/11/28 11:46,0:06:26,0:06:26,,00,04,,,,,
-,-,11,2018/11/28 11:47,036-223-YELLOW 036-220-YELLOW 036-222-YELLOW,21151,乗客アプリ（地図から）,7334,343,7,3,,2018/11/28 11:54,2018/11/28 12:05,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 11:55,2018/11/28 11:55,2018/11/28 12:10,2018/11/28 12:10,,2018/11/28 11:47,0:10:18,0:30:54,,00,06,,,,,
-,-,11,2018/11/28 11:48,033-857-YELLOW 033-858-YELLOW,21152,まちかど端末（乗降ポイントから）,0,18,10,2,,2018/11/28 11:57,2018/11/28 12:05,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 12:00,2018/11/28 12:00,2018/11/28 12:09,2018/11/28 12:11,,2018/11/28 11:48,0:08:07,0:16:14,,00,09,,,,,
-,-,11,2018/11/28 11:50,075-999-ORANGE,21153,まちかど端末（店舗から）,0,21,13,1,,2018/11/28 11:55,2018/11/28 12:03,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 11:56,2018/11/28 11:56,2018/11/28 12:05,2018/11/28 12:05,,2018/11/28 11:50,0:08:03,0:08:03,,00,04,,,,,
-,-,11,2018/11/28 11:50,057-647-STRAWBERRY 057-646-STRAWBERRY,21154,乗客アプリ（地図から）,1339,401,9,2,,2018/11/28 12:00,2018/11/28 12:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/28 12:02,2018/11/28 12:02,2018/11/28 12:14,2018/11/28 12:14,,2018/11/28 11:50,0:11:23,0:22:46,,00,09,,,,,
-,-,11,2018/11/28 11:56,036-459-YELLOW 033-859-YELLOW 036-460-YELLOW,21155,まちかど端末（店舗から）,0,726,10,3,,2018/11/28 11:58,2018/11/28 12:11,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 12:01,2018/11/28 12:01,2018/11/28 12:18,2018/11/28 12:18,,2018/11/28 11:56,0:12:07,0:36:21,,00,02,,,,,
★,☆,11,2018/11/28 10:11,167-977-CAKE,21094,乗客アプリWeb（地図から）,6002,724,11,4,2018/11/28 10:12,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/28 11:11,,2018/11/28 11:29,,2018/11/28 11:11,2018/11/28 11:11,0:00:00,0:00:00,,00,00,,,,※73行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,11,2018/11/28 10:13,167-977-CAKE,21096,乗客アプリWeb（簡単予約）,6002,784,10,1,2018/11/28 10:14,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 11:13,,2018/11/28 11:24,,2018/11/28 11:13,2018/11/28 11:13,0:00:00,0:00:00,,00,,,,,※72行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,11,2018/11/28 11:15,070-951-ORANGE,21129,乗客アプリ（Myルートから）,4452,480,11,1,2018/11/28 11:18,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 11:17,,2018/11/28 11:26,,,2018/11/28 11:15,0:00:00,0:00:00,,00,03,,,,,
-,☆,11,2018/11/28 11:24,105-051-SNOW,21136,乗客アプリ（簡単予約）,6747,433,9,1,2018/11/28 11:25,,,35.454389 139.630904,横浜ランドマークタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 11:28,,2018/11/28 11:33,,,2018/11/28 11:24,0:00:00,0:00:00,,00,04,,,,,
-,☆,11,2018/11/28 11:45,052-129-STRAWBERRY,21149,乗客アプリ（地図から）,1923,316,11,1,2018/11/28 11:45,,,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/11/28 11:48,,2018/11/28 11:54,,,2018/11/28 11:45,0:00:00,0:00:00,,00,03,,,,,
★,-,12,2018/11/28 11:33,023-243-GREEN,21142,乗客アプリ（簡単予約）,4026,372,15,1,,2018/11/28 12:33,2018/11/28 12:41,35.454389 139.630904,横浜ランドマークタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 12:33,2018/11/28 12:33,2018/11/28 12:44,2018/11/28 12:44,2018/11/28 12:33,2018/11/28 12:33,0:08:41,0:08:41,448,00,00,07,05,,,
-,-,12,2018/11/28 12:01,076-467-ORANGE,21156,まちかど端末（乗降ポイントから）,0,464,11,1,,2018/11/28 12:05,2018/11/28 12:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 12:04,2018/11/28 12:04,2018/11/28 12:18,2018/11/28 12:18,,2018/11/28 12:01,0:07:17,0:07:17,,00,04,,,,,
-,-,12,2018/11/28 12:02,166-550-agekke,21157,まちかど端末（乗降ポイントから）,0,610,1,1,,2018/11/28 12:06,2018/11/28 12:12,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 12:09,2018/11/28 12:09,2018/11/28 12:15,2018/11/28 12:15,,2018/11/28 12:02,0:06:01,0:06:01,,00,04,,,,,
-,-,12,2018/11/28 12:02,033-780-YELLOW 033-781-YELLOW 033-779-YELLOW,21158,まちかど端末（店舗から）,0,54,1,3,,2018/11/28 12:19,2018/11/28 12:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 12:21,2018/11/28 12:21,2018/11/28 12:32,2018/11/28 12:32,,2018/11/28 12:02,0:03:41,0:11:03,,00,17,,,,,
-,-,12,2018/11/28 12:03,033-776-YELLOW,21159,まちかど端末（店舗から）,0,640,13,1,,2018/11/28 12:08,2018/11/28 12:30,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 12:06,2018/11/28 12:06,2018/11/28 12:24,2018/11/28 12:40,,2018/11/28 12:03,0:22:19,0:22:19,,01,05,,,,,
-,-,12,2018/11/28 12:05,104-675-SNOW,21161,乗客アプリ（目的地から）,6775,572,2,1,,2018/11/28 12:09,2018/11/28 12:15,35.447546 139.64358,横浜開港資料館,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/28 12:12,2018/11/28 12:12,2018/11/28 12:23,2018/11/28 12:23,,2018/11/28 12:05,0:05:57,0:05:57,,00,04,,,,,
-,-,12,2018/11/28 12:08,034-282-YELLOW,21163,乗客アプリ（地図から）,6840,194,13,1,,2018/11/28 12:14,2018/11/28 12:23,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 12:13,2018/11/28 12:13,2018/11/28 12:30,2018/11/28 12:30,,2018/11/28 12:08,0:08:53,0:08:53,,00,06,,,,,
-,-,12,2018/11/28 12:12,075-825-ORANGE 075-804-ORANGE,21164,乗客アプリ（目的地から）,5476,147,10,2,,2018/11/28 12:15,2018/11/28 12:21,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 12:14,2018/11/28 12:14,2018/11/28 12:28,2018/11/28 12:28,,2018/11/28 12:12,0:06:27,0:12:54,,00,02,,,,,
-,-,12,2018/11/28 12:15,076-551-ORANGE,21165,乗客アプリ（地図から）,7626,648,3,1,,2018/11/28 12:20,2018/11/28 12:28,35.448676 139.635696,横浜平和プラザホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/28 12:18,2018/11/28 12:18,2018/11/28 12:31,2018/11/28 12:31,,2018/11/28 12:15,0:08:10,0:08:10,,02,05,,,,,
-,-,12,2018/11/28 12:17,076-156-ORANGE,21166,まちかど端末（店舗から）,0,274,2,1,,2018/11/28 12:21,2018/11/28 12:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 12:20,2018/11/28 12:20,2018/11/28 12:28,2018/11/28 12:28,,2018/11/28 12:17,0:04:43,0:04:43,,00,03,,,,,
-,-,12,2018/11/28 12:21,105-100-SNOW,21167,乗客アプリ（目的地から）,5284,203,11,1,,2018/11/28 12:27,2018/11/28 12:33,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 12:28,2018/11/28 12:28,2018/11/28 12:40,2018/11/28 12:40,,2018/11/28 12:21,0:06:38,0:06:38,,00,05,,,,,
-,-,12,2018/11/28 12:27,166-534-agekke,21168,乗客アプリ（地図から）,1751,926,4,1,,2018/11/28 12:32,2018/11/28 12:53,35.445857 139.647636,ホテルモントレ横浜,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 12:31,2018/11/28 12:32,2018/11/28 12:42,2018/11/28 12:54,,2018/11/28 12:27,0:20:47,0:20:47,,01,05,,,,,
★,-,12,2018/11/28 12:27,026-455-GREEN,21169,乗客アプリ（目的地から）,6858,97,2,1,,2018/11/28 12:45,2018/11/28 12:45,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 12:38,2018/11/28 12:53,2018/11/28 12:48,2018/11/28 13:03,2018/11/28 12:38,2018/11/28 12:38,0:00:49,0:00:49,,07,07,,,,,
-,-,12,2018/11/28 12:30,167-990-CAKE,21171,乗客アプリWeb（地図から）,7621,101,3,3,,2018/11/28 12:42,2018/11/28 12:48,35.447546 139.64358,横浜開港資料館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 12:41,2018/11/28 12:41,2018/11/28 12:54,2018/11/28 12:54,,2018/11/28 12:30,0:06:14,0:18:42,,00,11,,,,,
-,-,12,2018/11/28 12:32,017-655-RED,21172,まちかど端末（乗降ポイントから）,0,298,5,1,,2018/11/28 12:38,2018/11/28 12:47,35.456605 139.635327,横浜ベイホテル東急,35.443073 139.651914,横浜人形の家,2018/11/28 12:40,2018/11/28 12:40,2018/11/28 12:55,2018/11/28 12:55,,2018/11/28 12:32,0:09:09,0:09:09,,00,06,,,,,
★,-,12,2018/11/28 12:32,020-256-GREEN,21173,乗客アプリ（Myルートから）,4719,304,4,1,,2018/11/28 12:39,2018/11/28 12:59,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 12:42,2018/11/28 12:42,2018/11/28 13:06,2018/11/28 13:10,2018/11/28 12:42,2018/11/28 12:42,0:19:58,0:19:58,,00,00,,,,,
★,-,12,2018/11/28 12:32,033-456-YELLOW 033-457-YELLOW,21174,乗客アプリ（目的地から）,7595,15,6,2,,2018/11/28 12:43,2018/11/28 12:54,35.441002 139.650809,横浜元町ショッピングストリート,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 12:47,2018/11/28 12:47,2018/11/28 13:04,2018/11/28 13:04,2018/11/28 12:42,2018/11/28 12:42,0:11:41,0:23:22,,00,00,,,,,
★,-,12,2018/11/28 12:35,076-119-ORANGE 076-116-ORANGE 076-117-ORANGE 076-118-ORANGE,21175,乗客アプリ（地図から）,7614,845,4,4,,2018/11/28 12:47,2018/11/28 13:03,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/28 12:45,2018/11/28 12:45,2018/11/28 13:18,2018/11/28 13:18,2018/11/28 12:45,2018/11/28 12:45,0:16:20,1:05:20,,01,01,,,,,
-,-,12,2018/11/28 12:35,036-461-YELLOW,21176,まちかど端末（店舗から）,0,555,1,1,,2018/11/28 12:41,2018/11/28 12:48,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/28 12:41,2018/11/28 12:44,2018/11/28 12:51,2018/11/28 12:55,,2018/11/28 12:35,0:06:34,0:06:34,,00,06,,,,,
-,-,12,2018/11/28 12:36,166-478-agekke,21177,乗客アプリ（地図から）,1338,111,15,1,,2018/11/28 12:48,2018/11/28 13:01,35.447546 139.64358,横浜開港資料館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 12:47,2018/11/28 12:47,2018/11/28 13:02,2018/11/28 13:06,,2018/11/28 12:36,0:13:33,0:13:33,,01,12,,,,,
-,-,12,2018/11/28 12:37,033-861-YELLOW 033-862-YELLOW,21178,まちかど端末（乗降ポイントから）,0,588,1,2,,2018/11/28 12:41,2018/11/28 12:53,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 12:45,2018/11/28 12:45,2018/11/28 13:05,2018/11/28 13:05,,2018/11/28 12:37,0:11:48,0:23:36,,00,04,,,,,
★,-,12,2018/11/28 12:43,023-364-GREEN,21181,乗客アプリ（地図から）,1705,414,3,1,,2018/11/28 12:55,2018/11/28 12:58,35.453715 139.638133,横浜ワールドポーターズ,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 12:53,2018/11/28 12:53,2018/11/28 13:11,2018/11/28 13:11,2018/11/28 12:53,2018/11/28 12:53,0:03:02,0:03:02,,02,02,,,,,
-,-,12,2018/11/28 12:43,109-272-SNOW,21182,乗客アプリ（地図から）,1756,391,5,1,,2018/11/28 12:53,2018/11/28 12:57,35.445783 139.642958,横浜情報文化センター,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/28 12:54,2018/11/28 12:54,2018/11/28 13:00,2018/11/28 13:00,,2018/11/28 12:43,0:04:37,0:04:37,,00,09,,,,,
-,-,12,2018/11/28 12:43,076-156-ORANGE,21183,まちかど端末（店舗から）,0,180,2,1,,2018/11/28 12:46,2018/11/28 12:52,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/28 13:03,2018/11/28 13:03,2018/11/28 13:11,2018/11/28 13:11,,2018/11/28 12:43,0:05:40,0:05:40,,00,03,,,,,
-,-,12,2018/11/28 12:45,076-858-ORANGE 076-859-ORANGE,21185,まちかど端末（店舗から）,0,857,7,2,,2018/11/28 12:54,2018/11/28 13:07,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443659 139.650847,横浜マリンタワー,2018/11/28 12:54,2018/11/28 12:54,2018/11/28 13:12,2018/11/28 13:12,,2018/11/28 12:45,0:13:40,0:27:20,,00,08,,,,,
★,-,12,2018/11/28 12:46,007-574-BLUE,21187,乗客アプリ（Myルートから）,1358,161,15,1,,2018/11/28 12:54,2018/11/28 13:12,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 12:56,2018/11/28 12:56,2018/11/28 13:17,2018/11/28 13:17,2018/11/28 12:56,2018/11/28 12:56,0:17:27,0:17:27,,00,00,,,,,
-,-,12,2018/11/28 12:47,033-180-YELLOW,21189,乗客アプリ（地図から）,6911,837,2,1,,2018/11/28 12:52,2018/11/28 12:59,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 12:57,2018/11/28 12:57,2018/11/28 13:06,2018/11/28 13:06,,2018/11/28 12:47,0:06:53,0:06:53,,00,04,,,,,
-,-,12,2018/11/28 12:48,076-484-ORANGE,21190,まちかど端末（乗降ポイントから）,0,7,1,1,,2018/11/28 12:54,2018/11/28 13:00,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 12:57,2018/11/28 12:57,2018/11/28 13:07,2018/11/28 13:02,,2018/11/28 12:48,0:06:18,0:06:18,,00,05,,,,,
-,-,12,2018/11/28 12:51,069-592-BANANA,21193,まちかど端末（店舗から）,0,809,6,1,,2018/11/28 13:04,2018/11/28 13:10,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 13:08,2018/11/28 13:08,2018/11/28 13:14,2018/11/28 13:14,,2018/11/28 12:51,0:05:42,0:05:42,,00,13,,,,,
-,-,12,2018/11/28 12:52,034-303-YELLOW,21196,まちかど端末（乗降ポイントから）,0,842,5,1,,2018/11/28 13:06,2018/11/28 13:11,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/28 13:11,2018/11/28 13:11,2018/11/28 13:23,2018/11/28 13:23,,2018/11/28 12:52,0:04:56,0:04:56,,00,14,,,,,
-,-,12,2018/11/28 12:53,105-100-SNOW,21197,乗客アプリ（目的地から）,5284,925,2,1,,2018/11/28 13:05,2018/11/28 13:22,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/28 13:07,2018/11/28 13:07,2018/11/28 13:17,2018/11/28 13:18,,2018/11/28 12:53,0:16:16,0:16:16,,00,12,,,,,
-,-,12,2018/11/28 12:53,026-833-GREEN 070-890-ORANGE,21198,まちかど端末（乗降ポイントから）,0,6,7,2,,2018/11/28 13:12,2018/11/28 13:22,35.443073 139.651914,横浜人形の家,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 13:12,2018/11/28 13:12,2018/11/28 13:30,2018/11/28 13:30,,2018/11/28 12:53,0:10:10,0:20:20,,00,19,,,,,
-,-,12,2018/11/28 12:54,116-088-SUN,21199,乗客アプリ（地図から）,7540,818,1,1,,2018/11/28 13:06,2018/11/28 13:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/28 13:12,2018/11/28 13:12,2018/11/28 13:24,2018/11/28 13:24,,2018/11/28 12:54,0:07:07,0:07:07,,00,12,,,,,
-,-,12,2018/11/28 12:59,025-529-GREEN,21204,乗客アプリ（地図から）,5351,735,3,1,,2018/11/28 13:03,2018/11/28 13:21,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/28 13:05,2018/11/28 13:05,2018/11/28 13:19,2018/11/28 13:19,,2018/11/28 12:59,0:18:23,0:18:23,,00,03,,,,,
★,☆,12,2018/11/28 11:09,167-989-CAKE,21125,乗客アプリWeb（簡単予約）,4566,876,13,4,2018/11/28 11:11,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 12:09,,2018/11/28 12:23,,2018/11/28 12:09,2018/11/28 12:09,0:00:00,0:00:00,,00,00,,,,,
-,☆,12,2018/11/28 12:05,026-455-GREEN,21162,乗客アプリ（簡単予約）,6858,75,2,1,2018/11/28 12:08,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 12:23,,2018/11/28 12:33,,,2018/11/28 12:05,0:00:00,0:00:00,,00,17,,,,,
★,☆,12,2018/11/28 12:29,167-990-CAKE,21170,乗客アプリWeb（地図から）,7621,728,4,1,2018/11/28 12:29,,,35.447546 139.64358,横浜開港資料館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 12:39,,2018/11/28 12:55,,2018/11/28 12:39,2018/11/28 12:39,0:00:00,0:00:00,,00,00,,,,,
-,☆,12,2018/11/28 12:42,025-405-GREEN,21179,乗客アプリ（Myルートから）,2137,150,5,1,2018/11/28 12:42,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 12:59,,2018/11/28 13:08,,,2018/11/28 12:42,0:00:00,0:00:00,,00,16,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/28 12:42,025-405-GREEN,21180,乗客アプリ（Myルートから）,2137,800,5,1,2018/11/28 12:42,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 12:59,,2018/11/28 13:09,,,2018/11/28 12:42,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,12,2018/11/28 12:44,118-456-SUN,21184,乗客アプリ（地図から）,7601,213,15,1,2018/11/28 12:46,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:07,,2018/11/28 13:13,,2018/11/28 12:54,2018/11/28 12:54,0:00:00,0:00:00,,00,12,,,,※120行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/28 12:45,025-405-GREEN,21186,乗客アプリ（Myルートから）,2137,908,5,1,2018/11/28 12:46,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 13:08,,2018/11/28 13:18,,,2018/11/28 12:45,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/28 12:46,025-405-GREEN,21188,乗客アプリ（Myルートから）,2137,92,1,1,2018/11/28 12:47,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 13:08,,2018/11/28 13:18,,,2018/11/28 12:46,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/28 12:48,019-111-RED 015-883-RED,21191,乗客アプリ（簡単予約）,4223,254,5,2,2018/11/28 12:51,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:15,,2018/11/28 13:19,,,2018/11/28 12:48,0:00:00,0:00:00,,00,26,,,,,
-,☆,12,2018/11/28 12:49,118-456-SUN,21192,乗客アプリ（地図から）,7601,356,6,1,2018/11/28 12:49,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:10,,2018/11/28 13:17,,,2018/11/28 12:49,0:00:00,0:00:00,,00,,,,,※116行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/28 12:51,105-100-SNOW,21194,乗客アプリ（目的地から）,5284,150,5,1,2018/11/28 12:52,,,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/28 13:10,,2018/11/28 13:18,,,2018/11/28 12:51,0:00:00,0:00:00,,00,18,,,,,
-,☆,12,2018/11/28 12:55,076-787-ORANGE 076-788-ORANGE,21200,乗客アプリ（地図から）,7611,427,2,2,2018/11/28 12:55,,,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 13:12,,2018/11/28 13:41,,,2018/11/28 12:55,0:00:00,0:00:00,,00,17,,,,※123行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/28 12:56,076-787-ORANGE 076-788-ORANGE,21201,乗客アプリ（地図から）,7611,322,3,2,2018/11/28 12:56,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 13:20,,2018/11/28 13:40,,,2018/11/28 12:56,0:00:00,0:00:00,,00,,,,,※122行と同一人物と思われるため一番短い待ち時間を採用,
★,-,13,2018/11/28 12:52,019-673-RED 022-589-GREEN,21195,乗客アプリ（目的地から）,4966,257,8,2,,2018/11/28 13:02,2018/11/28 13:13,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/28 13:02,2018/11/28 13:02,2018/11/28 13:23,2018/11/28 13:23,2018/11/28 13:02,2018/11/28 13:02,0:10:52,0:21:44,637,00,00,05,04,,,
★,-,13,2018/11/28 12:56,076-787-ORANGE 076-788-ORANGE,21202,乗客アプリ（地図から）,7611,305,2,2,,2018/11/28 13:09,2018/11/28 13:30,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 13:09,2018/11/28 13:09,2018/11/28 13:38,2018/11/28 13:43,2018/11/28 13:06,2018/11/28 13:06,0:20:56,0:41:52,,00,02,,,,,
★,-,13,2018/11/28 12:59,031-088-YELLOW 031-089-YELLOW,21203,乗客アプリ（地図から）,6760,940,15,2,,2018/11/28 13:06,2018/11/28 13:20,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/28 13:09,2018/11/28 13:09,2018/11/28 13:34,2018/11/28 13:34,2018/11/28 13:09,2018/11/28 13:09,0:14:34,0:29:08,,00,00,,,,,
-,-,13,2018/11/28 13:05,072-189-ORANGE,21205,まちかど端末（店舗から）,0,751,4,1,,2018/11/28 13:12,2018/11/28 13:19,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/28 13:12,2018/11/28 13:12,2018/11/28 13:20,2018/11/28 13:21,,2018/11/28 13:05,0:06:47,0:06:47,,00,07,,,,,
-,-,13,2018/11/28 13:05,077-586-ORANGE,21206,まちかど端末（乗降ポイントから）,0,827,3,1,,2018/11/28 13:13,2018/11/28 13:21,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/28 13:11,2018/11/28 13:11,2018/11/28 13:25,2018/11/28 13:25,,2018/11/28 13:05,0:08:14,0:08:14,,01,07,,,,,
-,-,13,2018/11/28 13:06,069-594-BANANA,21207,まちかど端末（店舗から）,0,213,6,1,,2018/11/28 13:14,2018/11/28 13:25,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/28 13:14,2018/11/28 13:14,2018/11/28 13:30,2018/11/28 13:30,,2018/11/28 13:06,0:10:16,0:10:16,,00,08,,,,,
-,-,13,2018/11/28 13:06,166-550-agekke,21208,乗客アプリ（目的地から）,3162,618,10,1,,2018/11/28 13:15,2018/11/28 13:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447546 139.64358,横浜開港資料館,2018/11/28 13:20,2018/11/28 13:20,2018/11/28 13:34,2018/11/28 13:34,,2018/11/28 13:06,0:08:52,0:08:52,,00,09,,,,,
-,-,13,2018/11/28 13:07,036-459-YELLOW 033-859-YELLOW 036-460-YELLOW,21209,乗客アプリ（地図から）,7637,41,9,3,,2018/11/28 13:15,2018/11/28 13:29,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/28 13:11,2018/11/28 13:11,2018/11/28 13:30,2018/11/28 13:30,,2018/11/28 13:07,0:13:25,0:40:15,,04,07,,,,,
